Site,bloom,year,month,day_of_year,date,NDVI,NDWI,EVI,LST,cloud_cover,longitude,latitude
San Carlos Reservation,1,2016,1,10,2016-01-11,0.10760930760378634,-0.13694318718633564,0.8600193931065674,10.048184111242714,1.62,-110.30604951317055,33.27674050735342
Suguaro Lake,1,2016,1,10,2016-01-11,0.11377299695818148,-0.13967687459932512,1.0101267025871048,13.039948737643805,1.62,-111.54542297799958,33.59825955383104
Picacho Peak State Park,1,2016,1,26,2016-01-27,0.09870949954421335,-0.14152992349845295,0.5759605775297166,23.01994157295718,0.48,-111.41815309346114,32.63191414376897
San Carlos Reservation,1,2016,1,26,2016-01-27,0.1124260473413041,-0.14482058592098468,0.8410260477353563,15.91418165928899,0.48,-110.30604951317055,33.27674050735342
Suguaro Lake,1,2016,1,26,2016-01-27,0.12797088421176986,-0.15578893391122353,0.8483042133276278,19.6040306074082,0.48,-111.54542297799958,33.59825955383104
San Carlos Reservation,1,2017,1,12,2017-01-13,0.02286329654737865,-0.03497876635641864,-1.3118256835029545,-14.520426519999985,71.95,-110.30604951317055,33.27674050735342
Picacho Peak State Park,1,2017,1,28,2017-01-29,0.09688776124579401,-0.13814599074803005,0.6018113512122931,20.202536497588163,1.94,-111.41815309346114,32.63191414376897
San Carlos Reservation,1,2017,1,28,2017-01-29,0.10320022835678853,-0.13424159980380587,0.8748249394777604,14.576807334405432,1.94,-110.30604951317055,33.27674050735342
Suguaro Lake,1,2017,1,28,2017-01-29,0.14246866566856595,-0.16501929612654995,0.8565993677154015,18.449970704424253,1.94,-111.54542297799958,33.59825955383104
Picacho Peak State Park,1,2018,1,15,2018-01-16,0.06879205451045572,-0.12098783556438016,0.31371922644155403,22.666417580589226,1.54,-111.41815309346114,32.63191414376897
San Carlos Reservation,1,2018,1,15,2018-01-16,0.09216933741552504,-0.1377580955866253,0.5754167623717402,14.407595077817575,1.54,-110.30604951317055,33.27674050735342
Suguaro Lake,1,2018,1,15,2018-01-16,0.09606940474869509,-0.13688083663707618,0.5464518632032986,20.959698203486766,1.54,-111.54542297799958,33.59825955383104
Picacho Peak State Park,1,2019,1,2,2019-01-03,0.11411922996123074,-0.1485421261870807,0.683428132952439,11.04972962505636,4.17,-111.41815309346114,32.63191414376897
San Carlos Reservation,1,2019,1,2,2019-01-03,0.12608705896809777,-0.15365997366429948,0.6320727950686332,4.798124175938308,4.17,-110.30604951317055,33.27674050735342
Suguaro Lake,1,2019,1,2,2019-01-03,0.13841140350499867,-0.16663770698756777,0.9757167835613537,10.342983984961837,4.17,-111.54542297799958,33.59825955383104
Picacho Peak State Park,1,2019,1,18,2019-01-19,0.14707982894796154,-0.17757465243831533,0.7961566810025286,20.31117441517479,6.83,-111.41815309346114,32.63191414376897
San Carlos Reservation,1,2019,1,18,2019-01-19,0.12781284632022463,-0.1576655274223566,0.9468922449448747,15.376577118990816,6.83,-110.30604951317055,33.27674050735342
Suguaro Lake,1,2019,1,18,2019-01-19,0.16088710839729045,-0.181803545811206,1.0030772502230623,15.454328863957956,6.83,-111.54542297799958,33.59825955383104
Picacho Peak State Park,1,2020,1,5,2020-01-06,0.13012609789456409,-0.15596009561241983,0.826872288879482,17.483967400214087,1.47,-111.41815309346114,32.63191414376897
San Carlos Reservation,1,2020,1,5,2020-01-06,0.10843281962949358,-0.13669157578239313,0.8798143392934596,15.645066316486984,1.47,-110.30604951317055,33.27674050735342
Suguaro Lake,1,2020,1,5,2020-01-06,0.1583891482336112,-0.1746726016798197,1.242655255484369,16.853983838585528,1.47,-111.54542297799958,33.59825955383104
Picacho Peak State Park,1,2020,1,21,2020-01-22,0.16009401148237823,-0.16785652444534876,0.7856615249558244,15.337332648383924,52.33,-111.41815309346114,32.63191414376897
San Carlos Reservation,1,2020,1,21,2020-01-22,0.11542774524262735,-0.13480738679919277,0.9345832272092,14.82145546237912,52.33,-110.30604951317055,33.27674050735342
