Site,bloom,year,month,day_of_year,date,NDVI,NDWI,EVI,LST,cloud_cover,longitude,latitude
South Mountain Park and Preserve,1,2024,3,72,2024-03-13,0.11118457369562404,-0.13972526602307342,0.7851501718735472,34.13113110241363,11.95,-112.07404945155727,33.33552038501198
Suguaro Lake,1,2024,3,72,2024-03-13,0.16846089362606084,-0.1893866822943869,1.0503201264091009,29.547541256960113,11.95,-111.54542297799958,33.59825955383104
Picacho Peak State Park,1,2022,3,66,2022-03-08,0.09802457961157601,-0.14628574206695924,0.5057263449426169,30.69373701313233,0.05,-111.41815309346114,32.63191414376897
Picacho Peak State Park,1,2022,3,82,2022-03-24,0.09040638620750414,-0.14268981933502023,0.4373384498302733,41.81628009572343,0.05,-111.41815309346114,32.63191414376897
Picacho Peak State Park,1,2023,3,69,2023-03-11,0.17115666824970813,-0.19020142181225416,0.9710367731219204,24.973579183346967,52.31,-111.41815309346114,32.63191414376897
Picacho Peak State Park,1,2023,3,85,2023-03-27,0.15156306209285167,-0.19260238330743568,0.7282471142123065,35.17919358587652,0.18,-111.41815309346114,32.63191414376897
Picacho Peak State Park,1,2024,3,72,2024-03-13,0.15813490494814642,-0.18306411216568194,0.929845696269704,33.32417393503555,3.14,-111.41815309346114,32.63191414376897
Black Canyon City,1,2022,3,89,2022-03-31,0.10516688761858763,-0.13941331944689814,0.6897600617231845,30.05904649529403,39.21,-112.12297566700333,34.12891725078391
Suguaro Lake,1,2022,3,89,2022-03-31,0.12372138357123416,-0.15748392524300492,0.6616178697610605,26.86082313254028,39.21,-111.54542297799958,33.59825955383104
Suguaro Lake,1,2023,3,60,2023-03-02,0.16298513297339226,-0.18991178338950646,0.7444721368933215,10.980046095022567,71.0,-111.54542297799958,33.59825955383104
Black Canyon City,1,2023,3,76,2023-03-18,0.16159968081615936,-0.1783239600450972,1.1267825296263934,18.052635478905117,10.26,-112.12297566700333,34.12891725078391
Suguaro Lake,1,2023,3,76,2023-03-18,0.19257032428641402,-0.2061790391516528,1.199791934903466,20.808289377898138,10.26,-111.54542297799958,33.59825955383104
Black Canyon City,1,2024,3,63,2024-03-04,0.163304427992027,-0.18424629367749584,0.9910922387779879,20.44648379164138,21.22,-112.12297566700333,34.12891725078391
Suguaro Lake,1,2024,3,63,2024-03-04,0.17557856760552698,-0.1916861013831208,1.180418926781353,22.604981930590014,21.22,-111.54542297799958,33.59825955383104
Black Canyon City,1,2024,3,79,2024-03-20,0.1690956244233366,-0.18538703507388224,1.2147685310099876,26.54731950542586,17.65,-112.12297566700333,34.12891725078391
Suguaro Lake,1,2024,3,79,2024-03-20,0.16873953123269786,-0.18641997661845955,1.180339693723935,28.5317402236162,17.65,-111.54542297799958,33.59825955383104
Black Canyon City,1,2022,3,89,2022-03-31,0.09593558594049931,-0.1302972220432447,0.7113082758385021,31.23780097892679,13.63,-112.12297566700333,34.12891725078391
Estrella Mountain Regional Park,1,2022,3,89,2022-03-31,0.08319639243468414,-0.12777814286025102,0.43762366359887134,41.014059282003856,13.63,-112.36386524920901,33.327835281867486
South Mountain Park and Preserve,1,2022,3,89,2022-03-31,0.07836721749870054,-0.11658673879365695,0.47275640851277273,37.95810461997251,13.63,-112.07404945155727,33.33552038501198
Suguaro Lake,1,2022,3,89,2022-03-31,0.12544180935252666,-0.1620227436876528,0.6661167398717629,26.63423880928941,13.63,-111.54542297799958,33.59825955383104
Estrella Mountain Regional Park,1,2023,3,60,2023-03-02,0.17820772559941325,-0.19674523204711974,0.9789125630867722,13.554646697024502,56.04,-112.36386524920901,33.327835281867486
South Mountain Park and Preserve,1,2023,3,60,2023-03-02,0.13101067489180865,-0.14947464539152733,0.903247869885696,15.570940894516003,56.04,-112.07404945155727,33.33552038501198
Suguaro Lake,1,2023,3,60,2023-03-02,0.19155475988167034,-0.21110982173858078,0.8875325459367988,12.925216706906495,56.04,-111.54542297799958,33.59825955383104
Black Canyon City,1,2023,3,76,2023-03-18,0.16652507838863478,-0.18168010550773203,1.1146118238938445,20.482138358682516,12.59,-112.12297566700333,34.12891725078391
Estrella Mountain Regional Park,1,2023,3,76,2023-03-18,0.13638105668912212,-0.16504495879026687,0.8470620776209195,26.02292882906441,12.59,-112.36386524920901,33.327835281867486
South Mountain Park and Preserve,1,2023,3,76,2023-03-18,0.12211984971860947,-0.14312419931452255,0.8459086832167547,23.515680537858096,12.59,-112.07404945155727,33.33552038501198
Suguaro Lake,1,2023,3,76,2023-03-18,0.18594552948072018,-0.20120331479466116,1.1535853867730146,20.475076602293672,12.59,-111.54542297799958,33.59825955383104
Black Canyon City,1,2024,3,63,2024-03-04,0.16047886516213838,-0.1840717171070479,0.978127169857345,23.483767391755627,6.08,-112.12297566700333,34.12891725078391
Estrella Mountain Regional Park,1,2024,3,63,2024-03-04,0.1102796961531182,-0.1400554262510046,0.7614531110326878,30.14364920056542,6.08,-112.36386524920901,33.327835281867486
South Mountain Park and Preserve,1,2024,3,63,2024-03-04,0.11107839161246925,-0.13291148253082521,1.0048183263231212,30.081193620989445,6.08,-112.07404945155727,33.33552038501198
Suguaro Lake,1,2024,3,63,2024-03-04,0.1857207590070215,-0.2061315583890354,1.0205957987849363,25.22593195714016,6.08,-111.54542297799958,33.59825955383104
Black Canyon City,1,2024,3,79,2024-03-20,0.15221503828140023,-0.17319620140238104,1.130851461821672,28.741265723059733,0.72,-112.12297566700333,34.12891725078391
Estrella Mountain Regional Park,1,2024,3,79,2024-03-20,0.10119662483873441,-0.13532505487986407,0.6501562625249528,35.159027811319156,0.72,-112.36386524920901,33.327835281867486
South Mountain Park and Preserve,1,2024,3,79,2024-03-20,0.0992010238060207,-0.125856708000397,0.7528157468737269,33.1923620932722,0.72,-112.07404945155727,33.33552038501198
Suguaro Lake,1,2024,3,79,2024-03-20,0.16430412019573434,-0.18383196894268125,1.1021029047962176,28.116860277913442,0.72,-111.54542297799958,33.59825955383104
Gold Butte National Monument,1,2022,3,64,2022-03-06,0.08217694200446486,-0.13448709791723265,0.3772298151509422,22.368734553268943,31.31,-114.19534689017422,36.275474141338236
Gold Butte National Monument,1,2022,3,80,2022-03-22,0.07500550757896271,-0.15237765548981658,0.24765421693385123,9.614769691368917,15.75,-114.19534689017422,36.275474141338236
Gold Butte National Monument,1,2023,3,67,2023-03-09,0.1146207642246336,-0.14768733494230446,0.5440611870200958,9.213620538562786,59.69,-114.19534689017422,36.275474141338236
Gold Butte National Monument,1,2023,3,83,2023-03-25,0.11103823059274175,-0.15530100987942794,0.4499119596330242,9.62664856024905,53.86,-114.19534689017422,36.275474141338236
Gold Butte National Monument,1,2024,3,70,2024-03-11,0.08216439719455813,-0.12729457510798423,0.39604159146701146,21.88673852701929,60.67,-114.19534689017422,36.275474141338236
Gold Butte National Monument,1,2024,3,86,2024-03-27,0.09112134397024647,-0.13614547964611878,0.4498136474456614,27.985699743720495,1.67,-114.19534689017422,36.275474141338236
Golden Valley,1,2022,3,64,2022-03-06,0.07548587313725895,-0.13081456893904145,0.35605023371824784,25.9216849420579,5.84,-114.28358506031533,35.020855542466514
Golden Valley,1,2022,3,80,2022-03-22,0.06909386549064332,-0.12526184506815588,0.3047117285466947,29.05472394230557,0.87,-114.28358506031533,35.020855542466514
Golden Valley,1,2023,3,67,2023-03-09,0.10389702325049607,-0.14379384069167517,0.5213028454928205,21.229099329901388,32.47,-114.28358506031533,35.020855542466514
Golden Valley,1,2023,3,83,2023-03-25,0.12463709613811176,-0.16524753169432185,0.5426249341133694,18.82156640334312,16.54,-114.28358506031533,35.020855542466514
Golden Valley,1,2024,3,70,2024-03-11,0.09350243549703427,-0.13888697967208855,0.43742148874259934,24.79796296939371,31.33,-114.28358506031533,35.020855542466514
Golden Valley,1,2024,3,86,2024-03-27,0.1066665857967189,-0.14802091545549526,0.5163842716496271,29.2008121469658,0.03,-114.28358506031533,35.020855542466514
Gold Butte National Monument,1,2024,3,77,2024-03-18,0.11045729869204185,-0.17554002556908077,0.4051126285758523,28.673050449567633,4.88,-114.19534689017422,36.275474141338236
Gold Butte National Monument,1,2022,3,87,2022-03-29,0.07315530107461622,-0.1409043214614552,0.2556291976065864,20.812359298333387,59.22,-114.19534689017422,36.275474141338236
Golden Valley,1,2022,3,87,2022-03-29,0.07085102924510404,-0.12297048712710446,0.3056470882169628,22.707939693961848,59.22,-114.28358506031533,35.020855542466514
Gold Butte National Monument,1,2023,3,74,2023-03-16,0.093383603899045,-0.13671645020564044,0.4902704687657737,19.655448520646814,2.77,-114.19534689017422,36.275474141338236
Golden Valley,1,2023,3,74,2023-03-16,0.13364018357997032,-0.1682227491917817,0.6974581829859458,19.293501759529015,2.77,-114.28358506031533,35.020855542466514
Gold Butte National Monument,1,2024,3,61,2024-03-02,0.0769763811633958,-0.11849130549792193,0.4351995487040135,24.249993048025352,33.22,-114.19534689017422,36.275474141338236
Golden Valley,1,2024,3,61,2024-03-02,0.08994334636557834,-0.137615947343213,0.425067867688985,25.112637922835265,33.22,-114.28358506031533,35.020855542466514
Gold Butte National Monument,1,2024,3,77,2024-03-18,0.08389365229762989,-0.1269272163631131,0.4687525306793647,25.16237955963085,14.34,-114.19534689017422,36.275474141338236
Golden Valley,1,2024,3,77,2024-03-18,0.10786492806389186,-0.14979443005973384,0.5173012677404198,24.76401163928533,14.34,-114.28358506031533,35.020855542466514
Golden Valley,1,2022,3,87,2022-03-29,0.06788375744242266,-0.1202671594324448,0.3167702717261096,24.81458510645558,19.82,-114.28358506031533,35.020855542466514
Golden Valley,1,2023,3,74,2023-03-16,0.12227435582828483,-0.15721409650165938,0.7028232973298453,20.028926136136842,12.64,-114.28358506031533,35.020855542466514
Golden Valley,1,2024,3,61,2024-03-02,0.08767685297639702,-0.13407759855216458,0.45976144598722607,25.734015360813064,9.92,-114.28358506031533,35.020855542466514
Golden Valley,1,2024,3,77,2024-03-18,0.10140069931709919,-0.14215403327066112,0.5442176372953936,25.696853223733726,28.2,-114.28358506031533,35.020855542466514
Anza-Borrego Desert State Park,1,2022,3,87,2022-03-29,0.054474375826866026,-0.10547676054826984,0.234150362749551,29.895645197901626,16.02,-116.17191395891709,32.960103211832944
Anza-Borrego Desert State Park,1,2023,3,74,2023-03-16,0.08358941122171774,-0.1275810034008999,0.40356775397359484,29.96702823128089,30.91,-116.17191395891709,32.960103211832944
Anza-Borrego Desert State Park,1,2024,3,61,2024-03-02,0.06904574623869504,-0.11537364440108316,0.3012065348812286,31.435514754472603,31.21,-116.17191395891709,32.960103211832944
Anza-Borrego Desert State Park,1,2024,3,77,2024-03-18,0.061624302129738295,-0.10526061922803584,0.2776881942257311,25.389332018748824,51.17,-116.17191395891709,32.960103211832944
Chino Hills,1,2022,3,62,2022-03-04,0.252871623394557,-0.24562344709414255,1.8689654762794154,23.366422154664225,34.66,-117.77738835498087,33.9516771794212
Chino Hills,1,2022,3,78,2022-03-20,0.24652247763883006,-0.24696011833843354,1.9100657877283755,25.359219429470087,9.97,-117.77738835498087,33.9516771794212
Chino Hills,1,2023,3,65,2023-03-07,0.3142126741476436,-0.29863185021242095,2.0889218769794216,18.91152446563346,4.86,-117.77738835498087,33.9516771794212
Chino Hills,1,2023,3,81,2023-03-23,0.34588656867287093,-0.30809632787199936,2.5717038066303735,15.481032068213699,36.54,-117.77738835498087,33.9516771794212
Chino Hills,1,2024,3,68,2024-03-09,0.23733669972074253,-0.22348942516224546,1.523275877256412,10.902880474349592,11.62,-117.77738835498087,33.9516771794212
Chino Hills,1,2024,3,84,2024-03-25,0.24562423665859873,-0.23923167996057673,2.4539613597610486,23.71980118594472,3.97,-117.77738835498087,33.9516771794212
Carlsbad Ranch,1,2022,3,62,2022-03-04,0.1622213613017758,-0.17928313556979428,1.1647884439145246,22.735554828958854,47.29,-117.31926767463733,33.128594071620896
Anza-Borrego Desert State Park,1,2022,3,62,2022-03-04,0.07412231293182274,-0.11628761181608763,0.3616550058007501,20.1639079736313,47.29,-116.17191395891709,32.960103211832944
Chino Hills,1,2022,3,62,2022-03-04,0.23114364464289086,-0.2271935011652335,1.6505727318619678,21.403048237144237,47.29,-117.77738835498087,33.9516771794212
Carlsbad Ranch,1,2022,3,78,2022-03-20,0.17516483000092536,-0.19339584018448094,1.138867414568204,23.05845179265767,31.82,-117.31926767463733,33.128594071620896
Anza-Borrego Desert State Park,1,2022,3,78,2022-03-20,0.07878892329709464,-0.11938862771745413,0.4046492190939864,27.29621998281833,31.82,-116.17191395891709,32.960103211832944
Chino Hills,1,2022,3,78,2022-03-20,0.24372738553920362,-0.2466303372470846,1.8169847065246447,25.389775481810627,31.82,-117.77738835498087,33.9516771794212
Carlsbad Ranch,1,2023,3,65,2023-03-07,0.171919365913454,-0.20462913551742729,0.8501849297293423,23.326426667754074,14.15,-117.31926767463733,33.128594071620896
Anza-Borrego Desert State Park,1,2023,3,65,2023-03-07,0.09460197196301506,-0.13200156406860544,0.4816901426370659,21.004364765607047,14.15,-116.17191395891709,32.960103211832944
Chino Hills,1,2023,3,65,2023-03-07,0.30278235057129105,-0.2909643934134981,2.0731990461257515,18.628054803350647,14.15,-117.77738835498087,33.9516771794212
Anza-Borrego Desert State Park,1,2023,3,81,2023-03-23,0.09906476136641926,-0.13240124431527062,0.5459290070858295,22.170110373317076,77.27,-116.17191395891709,32.960103211832944
Chino Hills,1,2023,3,81,2023-03-23,0.33357234064867064,-0.3004430560466265,2.030413246686767,15.137567528258405,77.27,-117.77738835498087,33.9516771794212
Carlsbad Ranch,1,2024,3,68,2024-03-09,0.19449568109174592,-0.2093467206545547,1.29923298919381,24.380126330663,11.95,-117.31926767463733,33.128594071620896
Anza-Borrego Desert State Park,1,2024,3,68,2024-03-09,0.10443288815085003,-0.13569896158234204,0.5431831945271096,19.665212901531905,11.95,-116.17191395891709,32.960103211832944
Chino Hills,1,2024,3,68,2024-03-09,0.2294250814017356,-0.22114421349888572,1.4275741887743705,11.098950910718438,11.95,-117.77738835498087,33.9516771794212
Carlsbad Ranch,1,2024,3,84,2024-03-25,0.22278931633128377,-0.25168253823237746,1.0870447005388701,27.21086878173572,10.02,-117.31926767463733,33.128594071620896
Anza-Borrego Desert State Park,1,2024,3,84,2024-03-25,0.1138541317609988,-0.14805788270757228,0.6065595011115421,25.69790081684705,10.02,-116.17191395891709,32.960103211832944
Chino Hills,1,2024,3,84,2024-03-25,0.24408577021182754,-0.24066727329428306,2.1497388443718446,23.76278260179915,10.02,-117.77738835498087,33.9516771794212
Antelope Valley California Poppy Reserve,1,2022,3,69,2022-03-11,0.2205057281385991,-0.24810589531791946,1.1450272741521341,23.76067461243156,0.24,-118.3837425004573,34.71510947662752
Channel Islands National Park,1,2022,3,69,2022-03-11,-0.0066231636943841965,0.029702218088283206,0.03190102440014716,13.529805141166046,0.24,-119.97275608023315,33.99868572814196
Chino Hills,1,2022,3,69,2022-03-11,0.23451624892638995,-0.23715517949919165,2.4678799698974654,28.360939549606485,0.24,-117.77738835498087,33.9516771794212
Antelope Valley California Poppy Reserve,1,2022,3,85,2022-03-27,0.19383866556180535,-0.2206207505446815,0.9615718216921426,21.111844500511463,29.22,-118.3837425004573,34.71510947662752
Chino Hills,1,2022,3,85,2022-03-27,0.2256510135652295,-0.23296724709471983,1.8637564616041513,31.27445645335447,29.22,-117.77738835498087,33.9516771794212
Antelope Valley California Poppy Reserve,1,2023,3,88,2023-03-30,0.2781443021104586,-0.2954976231067965,1.3654011707860603,17.83423057706785,58.15,-118.3837425004573,34.71510947662752
Channel Islands National Park,1,2023,3,88,2023-03-30,-0.007774783448155197,0.035211382529744664,0.03334106794746735,13.004533607062218,58.15,-119.97275608023315,33.99868572814196
Chino Hills,1,2023,3,88,2023-03-30,0.19264771231576305,-0.18300902068907385,1.1861812821767204,15.758139364334207,58.15,-117.77738835498087,33.9516771794212
Antelope Valley California Poppy Reserve,1,2024,3,75,2024-03-16,0.19118777531894152,-0.20778361432730308,1.0983049500100155,15.571665805303907,41.74,-118.3837425004573,34.71510947662752
Channel Islands National Park,1,2024,3,75,2024-03-16,0.14358583572609399,-0.13156772751720971,1.2160892487931403,20.414462121999343,41.74,-119.97275608023315,33.99868572814196
Chino Hills,1,2024,3,75,2024-03-16,0.21726847793728307,-0.21304688896061702,1.691597558173805,20.050000506877943,41.74,-117.77738835498087,33.9516771794212
Channel Islands National Park,1,2022,3,69,2022-03-11,-0.0028116612984955647,0.020295276418289272,0.017997114648049657,13.530346533914186,0.03,-119.97275608023315,33.99868572814196
Chino Hills,1,2022,3,69,2022-03-11,0.19035399875064735,-0.2148750826440999,1.0858500748749678,30.187838110789283,0.03,-117.77738835498087,33.9516771794212
Channel Islands National Park,1,2023,3,88,2023-03-30,-0.00322116112181575,0.02480496723063201,0.01797406432630643,13.004256494950535,50.76,-119.97275608023315,33.99868572814196
Channel Islands National Park,1,2024,3,75,2024-03-16,0.1439151132789894,-0.13633048773177972,1.2260436778385568,20.489202409965223,2.18,-119.97275608023315,33.99868572814196
Carrizo Plain National Monument,1,2022,3,60,2022-03-02,0.1980813980950455,-0.22179847856408413,1.3113465776441842,32.89911279657242,9.66,-119.8411779082443,35.14682151679447
Carrizo Plain National Monument,1,2023,3,79,2023-03-21,0.336735330975141,-0.3237079928992617,1.8075995056965517,13.954732253513223,60.32,-119.8411779082443,35.14682151679447
Carrizo Plain National Monument,1,2024,3,82,2024-03-23,0.2923898752335075,-0.2805431180822356,1.9205360395304836,19.44875702832639,47.5,-119.8411779082443,35.14682151679447
Lompoc Flower Fields,1,2022,3,60,2022-03-02,0.12338530356995685,-0.14732374475849563,1.0863810597818335,31.72551665511799,0.08,-120.51574761239752,34.657903337085834
Carrizo Plain National Monument,1,2022,3,60,2022-03-02,0.17590761482382608,-0.20128872039490314,1.340153365800738,32.23795616089603,0.08,-119.8411779082443,35.14682151679447
Channel Islands National Park,1,2022,3,60,2022-03-02,0.0946898301547115,-0.08719633173163545,1.197006121245649,22.302039483613353,0.08,-119.97275608023315,33.99868572814196
Figueroa Mountain,1,2022,3,60,2022-03-02,0.22695923097333082,-0.23566814865428468,1.962372345656903,26.021288581422475,0.08,-119.75270822210683,34.69768730787713
Laura and Jack Dangermond Reserve,1,2022,3,60,2022-03-02,0.2729485967304977,-0.2611223198767918,2.7872200906630265,28.195706910530763,0.08,-120.44991231343099,34.509925586297705
Montaña de Oro State Park,1,2022,3,60,2022-03-02,0.23188200479832596,-0.23069433999739028,3.2990544776910236,26.105867458471604,0.08,-120.81380564678088,35.20683259713794
Sedgwick Reserve,1,2022,3,60,2022-03-02,0.21062334359033238,-0.21489751217338682,2.5412672468207793,30.98852331718455,0.08,-120.02672899110965,34.71413024523702
Lompoc Flower Fields,1,2023,3,79,2023-03-21,0.25304980583830755,-0.24643474800882081,1.185171203732038,12.361155320478366,60.72,-120.51574761239752,34.657903337085834
Carrizo Plain National Monument,1,2023,3,79,2023-03-21,0.30702310370080077,-0.2999127929823036,1.6954029737390375,14.160272893211639,60.72,-119.8411779082443,35.14682151679447
Channel Islands National Park,1,2023,3,79,2023-03-21,0.1423915484910455,-0.12269840581962221,1.1002727029665582,15.227775202139078,60.72,-119.97275608023315,33.99868572814196
Figueroa Mountain,1,2023,3,79,2023-03-21,0.23002914239970915,-0.22917842629581198,1.996515394124883,8.550509402786266,60.72,-119.75270822210683,34.69768730787713
Laura and Jack Dangermond Reserve,1,2023,3,79,2023-03-21,0.3258675942845004,-0.30037552830438347,2.293194313039051,14.36218547383365,60.72,-120.44991231343099,34.509925586297705
Carrizo Plain National Monument,1,2024,3,66,2024-03-07,0.2601563777358459,-0.2150486291199344,1.5601204032777896,12.882793966925819,64.21,-119.8411779082443,35.14682151679447
Channel Islands National Park,1,2024,3,66,2024-03-07,0.10786858821045468,-0.09006820686065663,0.9831346136339117,15.17516132780989,64.21,-119.97275608023315,33.99868572814196
Figueroa Mountain,1,2024,3,66,2024-03-07,0.22480647941188592,-0.21365147599810314,2.4148389053454262,11.354131665204047,64.21,-119.75270822210683,34.69768730787713
Laura and Jack Dangermond Reserve,1,2024,3,66,2024-03-07,0.31434438521363567,-0.2803691975463953,2.4011361398421127,13.969735441407304,64.21,-120.44991231343099,34.509925586297705
Sedgwick Reserve,1,2024,3,66,2024-03-07,0.2514207758885399,-0.23377689746628125,2.2956026069821935,16.32667038070004,64.21,-120.02672899110965,34.71413024523702
Lompoc Flower Fields,1,2024,3,82,2024-03-23,0.20389027820475103,-0.1910969946220588,2.8497134527782393,18.079319643383663,25.2,-120.51574761239752,34.657903337085834
Carrizo Plain National Monument,1,2024,3,82,2024-03-23,0.27284766918024694,-0.26569340947669917,1.8623031418210803,19.23756195740243,25.2,-119.8411779082443,35.14682151679447
Channel Islands National Park,1,2024,3,82,2024-03-23,0.12015324290103754,-0.10763434830112939,1.041559964051727,16.63806615470589,25.2,-119.97275608023315,33.99868572814196
Figueroa Mountain,1,2024,3,82,2024-03-23,0.2410726400692186,-0.24150428057497908,2.424326438594663,12.417442451137127,25.2,-119.75270822210683,34.69768730787713
Laura and Jack Dangermond Reserve,1,2024,3,82,2024-03-23,0.31766946485126807,-0.29095747439414743,2.332230525844822,17.377203303131797,25.2,-120.44991231343099,34.509925586297705
Sedgwick Reserve,1,2024,3,82,2024-03-23,0.2581887740172385,-0.2451192439769611,2.8544887418403233,17.20229057460058,25.2,-120.02672899110965,34.71413024523702
Channel Islands National Park,1,2022,3,60,2022-03-02,0.09453515231506124,-0.08652397254711698,1.0661634379378357,22.13211512280617,9.75,-119.97275608023315,33.99868572814196
Channel Islands National Park,1,2023,3,79,2023-03-21,0.1382233664421819,-0.1199909150935462,0.9785558563871587,15.341131959821102,34.35,-119.97275608023315,33.99868572814196
Channel Islands National Park,1,2024,3,66,2024-03-07,0.1139478324399908,-0.09431609706891961,0.8306667373832706,14.959737828876225,69.23,-119.97275608023315,33.99868572814196
Channel Islands National Park,1,2024,3,82,2024-03-23,0.1220083173105714,-0.10820270818797091,0.8130315634711143,16.619791127403346,7.1,-119.97275608023315,33.99868572814196
Red Hills Recreational Managment Area,1,2022,3,67,2022-03-09,0.26381304095623603,-0.2622546024967754,2.279712633462669,21.490044608391255,16.24,-120.47148176510751,37.847241181279635
Red Hills Recreational Managment Area,1,2022,3,83,2022-03-25,0.2465864861606287,-0.25237086765264155,1.8882924312497251,34.91586430601819,2.08,-120.47148176510751,37.847241181279635
Red Hills Recreational Managment Area,1,2024,3,73,2024-03-14,0.259759026733476,-0.24924285731266427,2.1511482637229618,21.51369623059435,1.89,-120.47148176510751,37.847241181279635
Carrizo Plain National Monument,1,2022,3,67,2022-03-09,0.20299459270407882,-0.22205988208348384,1.577064525882348,28.81787963378293,0.05,-119.8411779082443,35.14682151679447
Montaña de Oro State Park,1,2022,3,67,2022-03-09,0.24121314942734876,-0.2390560250512134,2.4956847972311054,22.866812094177913,0.05,-120.81380564678088,35.20683259713794
Carrizo Plain National Monument,1,2022,3,83,2022-03-25,0.17705204083538365,-0.19888716927067113,1.1464886275787716,30.032047044908737,30.81,-119.8411779082443,35.14682151679447
Montaña de Oro State Park,1,2022,3,83,2022-03-25,0.2844826504102197,-0.2731991191351369,2.1704314291550997,15.115027104104776,30.81,-120.81380564678088,35.20683259713794
Carrizo Plain National Monument,1,2024,3,73,2024-03-14,0.2292898362034588,-0.22649179646016848,2.08462139191926,18.933659421501467,0.62,-119.8411779082443,35.14682151679447
Montaña de Oro State Park,1,2024,3,73,2024-03-14,0.2725111980737676,-0.2546344484068836,2.728768771610925,20.176849941927934,0.62,-120.81380564678088,35.20683259713794
Lompoc Flower Fields,1,2022,3,67,2022-03-09,0.12507694406981051,-0.1504502510147858,1.001158544887362,27.49528245094224,0.03,-120.51574761239752,34.657903337085834
Carrizo Plain National Monument,1,2022,3,67,2022-03-09,0.22049253090259222,-0.23302517106262155,1.7641721326241633,25.867035265052543,0.03,-119.8411779082443,35.14682151679447
Laura and Jack Dangermond Reserve,1,2022,3,67,2022-03-09,0.26957674642668394,-0.26306039473960807,2.3670551437316676,25.695563930296956,0.03,-120.44991231343099,34.509925586297705
Montaña de Oro State Park,1,2022,3,67,2022-03-09,0.24223088195767434,-0.2415121830018929,1.848243270550553,23.082681809607486,0.03,-120.81380564678088,35.20683259713794
Lompoc Flower Fields,1,2023,3,86,2023-03-28,0.10740387416430976,-0.11973763356659321,0.7491139626141394,-1.79478201624998,54.72,-120.51574761239752,34.657903337085834
Carrizo Plain National Monument,1,2023,3,86,2023-03-28,0.22229097482426916,-0.2306360425176157,0.9409456194304867,5.210378309264024,54.72,-119.8411779082443,35.14682151679447
Laura and Jack Dangermond Reserve,1,2023,3,86,2023-03-28,0.2646747237581879,-0.25753170827686295,1.9931927993074225,18.43424682648521,54.72,-120.44991231343099,34.509925586297705
Montaña de Oro State Park,1,2023,3,86,2023-03-28,0.17130125269059077,-0.16637751390838032,0.23057049314409875,4.217597327692327,54.72,-120.81380564678088,35.20683259713794
Lompoc Flower Fields,1,2024,3,73,2024-03-14,0.16491733096176986,-0.18118424998018745,1.2321291190475807,26.523236256086165,0.01,-120.51574761239752,34.657903337085834
Carrizo Plain National Monument,1,2024,3,73,2024-03-14,0.2275606768420587,-0.22431436824222148,1.9988393243118001,17.911354525237524,0.01,-119.8411779082443,35.14682151679447
Laura and Jack Dangermond Reserve,1,2024,3,73,2024-03-14,0.29403663394187946,-0.27557351087226833,2.5509633910582075,20.592773130295935,0.01,-120.44991231343099,34.509925586297705
Montaña de Oro State Park,1,2024,3,73,2024-03-14,0.27452145475543077,-0.2582451169548222,2.6689656489065294,20.43439442156757,0.01,-120.81380564678088,35.20683259713794
North Table Mountain Ecological Reserve,1,2023,3,61,2023-03-03,0.24447172140756604,-0.24171817703327095,1.828335112572068,16.134592263810436,4.7,-121.55598033178102,39.59343530187658
North Table Mountain Ecological Reserve,1,2024,3,80,2024-03-21,0.2725097086698875,-0.2574853105808925,3.0159330345276754,24.347831432241552,13.22,-121.55598033178102,39.59343530187658
Yolo sunflowers,1,2023,3,61,2023-03-03,0.18576112457089322,-0.19910034537081303,1.2128057360390332,17.649660617383603,3.73,-121.82534579192249,38.557184363419296
Bear Valley Wildflower,1,2023,3,61,2023-03-03,0.16591017046238826,-0.17651482825710205,1.7209575447803451,18.107306035661814,3.73,-122.42955407961843,39.12233081056897
Jepson Prairie Preserve,1,2023,3,61,2023-03-03,0.23236790994414533,-0.23369736041535702,1.9108144300887249,17.64371392340845,3.73,-121.82978731696579,38.26395806664729
North Table Mountain Ecological Reserve,1,2023,3,61,2023-03-03,0.2405553174879716,-0.2408271927044327,2.242135755065602,16.1205583366489,3.73,-121.55598033178102,39.59343530187658
Yolo sunflowers,1,2024,3,80,2024-03-21,0.2429058602098053,-0.24441078053374085,1.5941696895658242,28.248405562479267,2.38,-121.82534579192249,38.557184363419296
Bear Valley Wildflower,1,2024,3,80,2024-03-21,0.23978112828659012,-0.2336425511131307,2.1643794585725704,26.307451839473767,2.38,-122.42955407961843,39.12233081056897
Jepson Prairie Preserve,1,2024,3,80,2024-03-21,0.3594930200126333,-0.33112084136729736,2.397089744544749,23.611962114784294,2.38,-121.82978731696579,38.26395806664729
North Table Mountain Ecological Reserve,1,2024,3,80,2024-03-21,0.2702937322814105,-0.25930081652162457,2.347757892292765,24.364348369402933,2.38,-121.55598033178102,39.59343530187658
Jepson Prairie Preserve,1,2023,3,61,2023-03-03,0.23427088918117003,-0.23574970907372617,2.0366028329253227,17.72147758220934,14.25,-121.82978731696579,38.26395806664729
Jepson Prairie Preserve,1,2024,3,80,2024-03-21,0.3595941178917398,-0.331431849674689,2.3200703457104863,23.611779457211565,9.67,-121.82978731696579,38.26395806664729
Bear Valley Wildflower,1,2022,3,65,2022-03-07,0.2925885596152039,-0.291375856903177,1.9486065691002028,15.461319367363833,8.34,-122.42955407961843,39.12233081056897
