,Site,bloom,year,month,day_of_year,date,NDVI,NDWI,EVI,LST,cloud_cover,longitude,latitude
1594,Anza-Borrego Desert State Park,1,2023,2,42,2023-02-12,0.0790786404201213,-0.1242536495302171,0.4131555496732678,23.85819068088015,17.72,-116.17191395891707,32.960103211832944
1595,Anza-Borrego Desert State Park,1,2024,2,45,2024-02-15,0.0783900226083086,-0.1187826479074017,0.4386178311817797,23.605810374145385,17.99,-116.17191395891707,32.960103211832944
1596,Chino Hills,1,2022,2,46,2022-02-16,0.2409638663952603,-0.2335136076949415,2.430511176848545,18.92539414346185,3.19,-117.77738835498089,33.9516771794212
1597,Chino Hills,1,2023,2,49,2023-02-19,0.2891207727851271,-0.2763065907756174,2.746457345677738,21.51725354621732,1.62,-117.77738835498089,33.9516771794212
1598,Chino Hills,1,2024,2,52,2024-02-22,0.2148882269521038,-0.2070403052958567,1.8891463375928133,21.217514984213288,1.1,-117.77738835498089,33.9516771794212
1599,Carlsbad Ranch,1,2022,2,46,2022-02-16,0.1465550419169986,-0.1727347595185913,1.13294111334105,20.440035263065084,1.69,-117.31926767463732,33.128594071620896
1600,Anza-Borrego Desert State Park,1,2022,2,46,2022-02-16,0.0755871941341603,-0.1159072371925901,0.4258633845736354,19.33391713977485,1.69,-116.17191395891707,32.960103211832944
1601,Chino Hills,1,2022,2,46,2022-02-16,0.237857876860197,-0.232731526431073,2.455612519393529,18.965378337944443,1.69,-117.77738835498089,33.9516771794212
1602,Carlsbad Ranch,1,2023,2,49,2023-02-19,0.1645031528743412,-0.1982666194227745,0.8953668614224313,23.76008691361036,7.9,-117.31926767463732,33.128594071620896
1603,Anza-Borrego Desert State Park,1,2023,2,49,2023-02-19,0.1063354665151659,-0.141043740603863,0.6352927859492736,22.746845855568964,7.9,-116.17191395891707,32.960103211832944
1604,Chino Hills,1,2023,2,49,2023-02-19,0.2872285267695899,-0.2773708215696787,2.6971084038802373,21.56386016814132,7.9,-117.77738835498089,33.9516771794212
1605,Carlsbad Ranch,1,2024,2,52,2024-02-22,0.1837192841701275,-0.2003492585983858,1.3182557738961544,23.996574475859077,5.22,-117.31926767463732,33.128594071620896
1606,Anza-Borrego Desert State Park,1,2024,2,52,2024-02-22,0.0973224615088096,-0.1298160348975851,0.5705397165517366,23.75888575992554,5.22,-116.17191395891707,32.960103211832944
1607,Chino Hills,1,2024,2,52,2024-02-22,0.2137915486178027,-0.2085214537333541,2.400836896235515,21.372367632573788,5.22,-117.77738835498089,33.9516771794212
1608,Antelope Valley California Poppy Reserve,1,2022,2,37,2022-02-07,0.1801213130232974,-0.2140134022985012,0.881962721246318,21.477515740004247,0.42,-118.3837425004573,34.71510947662752
1609,Channel Islands National Park,1,2022,2,37,2022-02-07,0.0686105514225601,-0.0416839836111043,0.7233819370492719,17.300264408501068,0.42,-119.97275608023315,33.99868572814196
1610,Chino Hills,1,2022,2,37,2022-02-07,0.207987471306482,-0.2066504098399806,2.105969495070453,26.038899722398877,0.42,-117.77738835498089,33.9516771794212
1611,Antelope Valley California Poppy Reserve,1,2022,2,53,2022-02-23,0.2265922401846291,-0.2510851278871939,1.017832351547381,8.653177356878762,41.73,-118.3837425004573,34.71510947662752
1612,Channel Islands National Park,1,2022,2,53,2022-02-23,-0.0070088463217164,0.0337561321307241,0.030865719761953,13.819542951288948,41.73,-119.97275608023315,33.99868572814196
1613,Chino Hills,1,2022,2,53,2022-02-23,0.2398569019119613,-0.2349190940247371,2.2007139437644856,15.754856487970528,41.73,-117.77738835498089,33.9516771794212
1614,Antelope Valley California Poppy Reserve,1,2023,2,40,2023-02-10,0.2410543057016008,-0.2590748971573865,1.4400740536425207,17.615864260746513,1.2,-118.3837425004573,34.71510947662752
1615,Channel Islands National Park,1,2023,2,40,2023-02-10,0.1659541363488081,-0.1500480234130917,0.7458922129902769,18.008669387071546,1.2,-119.97275608023315,33.99868572814196
1616,Chino Hills,1,2023,2,40,2023-02-10,0.2780648568673391,-0.2656080022960534,2.9783596097375504,21.922035453708634,1.2,-117.77738835498089,33.9516771794212
1617,Antelope Valley California Poppy Reserve,1,2023,2,56,2023-02-26,0.2659113590643005,-0.2790207459605135,1.2711508768604558,11.356724561757344,14.12,-118.3837425004573,34.71510947662752
1618,Channel Islands National Park,1,2023,2,56,2023-02-26,0.0814133494386223,-0.0501240150016544,0.6104000395987049,13.942629282037863,14.12,-119.97275608023315,33.99868572814196
1619,Chino Hills,1,2023,2,56,2023-02-26,0.2731026361769333,-0.2569766326606877,1.390063412794844,12.28065701538985,14.12,-117.77738835498089,33.9516771794212
1620,Antelope Valley California Poppy Reserve,1,2024,2,43,2024-02-13,0.1839198351276245,-0.1970861373891514,1.2725408678122412,14.805975386711957,24.55,-118.3837425004573,34.71510947662752
1621,Channel Islands National Park,1,2024,2,43,2024-02-13,0.1147260635218784,-0.0934342033320215,0.9231899253548694,17.524372772845446,24.55,-119.97275608023315,33.99868572814196
1622,Chino Hills,1,2024,2,43,2024-02-13,0.1960599090560633,-0.1947759516376317,2.4067666376703163,18.58145888864333,24.55,-117.77738835498089,33.9516771794212
1623,Channel Islands National Park,1,2022,2,37,2022-02-07,0.0706779803072367,-0.0487195403904984,-1.0141455008775082,17.295173554796442,0.05,-119.97275608023315,33.99868572814196
1624,Chino Hills,1,2022,2,37,2022-02-07,0.1959429312314438,-0.2143163449826729,1.194627809166546,27.722658776403723,0.05,-117.77738835498089,33.9516771794212
1625,Channel Islands National Park,1,2022,2,53,2022-02-23,-0.0037497212508258,0.0246839779302801,0.0201831118732571,13.820420402180464,11.05,-119.97275608023315,33.99868572814196
1626,Chino Hills,1,2022,2,53,2022-02-23,0.2232844587455672,-0.2351159130109336,1.6437295899908428,16.29659653136578,11.05,-117.77738835498089,33.9516771794212
1627,Channel Islands National Park,1,2023,2,40,2023-02-10,0.1645120814015218,-0.1524548066321017,1.0299825007090748,18.016750368017806,11.92,-119.97275608023315,33.99868572814196
1628,Channel Islands National Park,1,2023,2,56,2023-02-26,0.0829699296500792,-0.0564638908905967,0.547984254008907,13.947379478208669,9.31,-119.97275608023315,33.99868572814196
1629,Chino Hills,1,2023,2,56,2023-02-26,0.2374973208415684,-0.2319153144550918,1.8929726651551064,13.007442940678455,9.31,-117.77738835498089,33.9516771794212
1630,Channel Islands National Park,1,2024,2,43,2024-02-13,0.1148209719087652,-0.097703661963449,0.926609404325808,17.523231105868753,33.14,-119.97275608023315,33.99868572814196
1631,Chino Hills,1,2024,2,43,2024-02-13,0.2187359105233245,-0.2189094552879013,1.9766643850948025,17.939025407095052,33.14,-117.77738835498089,33.9516771794212
1632,Carrizo Plain National Monument,1,2022,2,44,2022-02-14,0.2030067055448248,-0.2185497943900643,1.1931381946360764,21.941662128852474,28.33,-119.8411779082443,35.14682151679447
1633,Carrizo Plain National Monument,1,2023,2,31,2023-02-01,0.2202730780021264,-0.2327234600022841,1.3690761185631173,15.624521915303069,1.52,-119.8411779082443,35.14682151679447
1634,Carrizo Plain National Monument,1,2023,2,47,2023-02-17,0.2567035819694254,-0.2617608808705923,1.1071978517113037,6.18897817182503,67.42,-119.8411779082443,35.14682151679447
1635,Carrizo Plain National Monument,1,2024,2,34,2024-02-04,0.1873058833178066,-0.1819138154197512,1.6743775480041063,10.96445095448113,78.46,-119.8411779082443,35.14682151679447
1636,Carrizo Plain National Monument,1,2024,2,50,2024-02-20,0.2427709356871308,-0.2295021101352022,2.201842908254567,18.95509996458325,35.7,-119.8411779082443,35.14682151679447
1637,Lompoc Flower Fields,1,2022,2,44,2022-02-14,0.118429061452094,-0.1369592703435311,1.0381210964185212,21.905943973964607,21.2,-120.51574761239752,34.657903337085834
1638,Carrizo Plain National Monument,1,2022,2,44,2022-02-14,0.1754038872444105,-0.1955281481632194,1.2519057575703862,24.934157960007568,21.2,-119.8411779082443,35.14682151679447
1639,Channel Islands National Park,1,2022,2,44,2022-02-14,0.0960767252463014,-0.0844170729885465,1.3202637749156338,20.37846352193316,21.2,-119.97275608023315,33.99868572814196
1640,Figueroa Mountain,1,2022,2,44,2022-02-14,0.2211556444122622,-0.2283736951008077,1.8469673943539084,21.85958420703305,21.2,-119.75270822210685,34.69768730787713
1641,Laura and Jack Dangermond Reserve,1,2022,2,44,2022-02-14,0.2537894139332338,-0.2399427290915535,3.184953315238332,18.575932925682256,21.2,-120.449912313431,34.509925586297705
1642,Sedgwick Reserve,1,2022,2,44,2022-02-14,0.2090746680311152,-0.2086862582873866,3.126552985184454,26.98213740763776,21.2,-120.02672899110964,34.71413024523702
1643,Lompoc Flower Fields,1,2023,2,31,2023-02-01,0.1363557683000532,-0.1552641524103772,0.6019156975751137,17.82865123572398,0.55,-120.51574761239752,34.657903337085834
1644,Carrizo Plain National Monument,1,2023,2,31,2023-02-01,0.1977980359031662,-0.2118537461992012,1.405028467833638,15.40237034208611,0.55,-119.8411779082443,35.14682151679447
1645,Channel Islands National Park,1,2023,2,31,2023-02-01,0.1069072952191698,-0.090686100553736,1.195334143763854,16.217886088908834,0.55,-119.97275608023315,33.99868572814196
1646,Figueroa Mountain,1,2023,2,31,2023-02-01,0.2074975941327536,-0.2134025604760497,1.957188518074182,12.974952289530451,0.55,-119.75270822210685,34.69768730787713
1647,Laura and Jack Dangermond Reserve,1,2023,2,31,2023-02-01,0.2772116058628688,-0.2605575537819093,3.220041751287189,18.25097233364329,0.55,-120.449912313431,34.509925586297705
1648,Montaña de Oro State Park,1,2023,2,31,2023-02-01,0.2606072966348731,-0.2397115200063019,3.82088363090113,15.076156499826237,0.55,-120.81380564678088,35.20683259713794
1649,Sedgwick Reserve,1,2023,2,31,2023-02-01,0.2206595862676313,-0.2143005295367985,2.0244804265372216,17.766108027456042,0.55,-120.02672899110964,34.71413024523702
1650,Lompoc Flower Fields,1,2023,2,47,2023-02-17,0.1263260715735321,-0.1439469791198593,0.612130665953992,5.369179906871103,54.42,-120.51574761239752,34.657903337085834
1651,Carrizo Plain National Monument,1,2023,2,47,2023-02-17,0.1949584372588992,-0.2118904458821316,0.8708667386597355,8.63444428224404,54.42,-119.8411779082443,35.14682151679447
1652,Channel Islands National Park,1,2023,2,47,2023-02-17,0.2086039955204996,-0.2008146546674208,0.9818878274159112,4.9793113199656265,54.42,-119.97275608023315,33.99868572814196
1653,Figueroa Mountain,1,2023,2,47,2023-02-17,0.2144414217425849,-0.2262388586497229,1.055757051320503,1.6734291093606717,54.42,-119.75270822210685,34.69768730787713
1654,Laura and Jack Dangermond Reserve,1,2023,2,47,2023-02-17,0.358572713014008,-0.3106977975829204,0.8495352292114138,1.5232827733333507,54.42,-120.449912313431,34.509925586297705
1655,Montaña de Oro State Park,1,2023,2,47,2023-02-17,0.2647083444381416,-0.2464909683584547,2.3919744674465693,9.703285512913029,54.42,-120.81380564678088,35.20683259713794
1656,Sedgwick Reserve,1,2023,2,47,2023-02-17,0.2144193459272779,-0.2134415384950621,1.0345961429135049,2.769710613216215,54.42,-120.02672899110964,34.71413024523702
1657,Carrizo Plain National Monument,1,2024,2,34,2024-02-04,0.2066690216865042,-0.202727309747558,1.580550323453758,10.92182029125155,48.44,-119.8411779082443,35.14682151679447
1658,Lompoc Flower Fields,1,2024,2,50,2024-02-20,0.2108301515607014,-0.2049267371453773,2.020807717127612,14.120665350864348,66.22,-120.51574761239752,34.657903337085834
1659,Carrizo Plain National Monument,1,2024,2,50,2024-02-20,0.2328516900260248,-0.2234075154996509,2.131216761474379,18.40592804677745,66.22,-119.8411779082443,35.14682151679447
1660,Channel Islands National Park,1,2024,2,50,2024-02-20,0.1113783513117109,-0.0782205363980407,-1.9290535954473864,6.222306083381942,66.22,-119.97275608023315,33.99868572814196
1661,Figueroa Mountain,1,2024,2,50,2024-02-20,0.2005327262175557,-0.1977892710664932,1.0238330459367455,13.76235340519747,66.22,-119.75270822210685,34.69768730787713
1662,Laura and Jack Dangermond Reserve,1,2024,2,50,2024-02-20,0.2975020966551664,-0.2754823415391649,2.611868456478095,15.766453502532697,66.22,-120.449912313431,34.509925586297705
1663,Montaña de Oro State Park,1,2024,2,50,2024-02-20,0.1650764500958227,-0.1543558237550133,5.30728151445052,10.15015857472926,66.22,-120.81380564678088,35.20683259713794
1664,Sedgwick Reserve,1,2024,2,50,2024-02-20,0.246960352436517,-0.2317129714463209,2.19849375561477,18.778228331868146,66.22,-120.02672899110964,34.71413024523702
1665,Channel Islands National Park,1,2022,2,44,2022-02-14,0.0861375169337606,-0.0716949335090654,1.1587606293967907,19.236329218410333,69.62,-119.97275608023315,33.99868572814196
1666,Channel Islands National Park,1,2023,2,31,2023-02-01,0.1147075206697933,-0.0963141023057008,1.1569016255023583,16.286919409446135,0.01,-119.97275608023315,33.99868572814196
1667,Channel Islands National Park,1,2023,2,47,2023-02-17,0.2113174234715274,-0.1707584769216299,0.7216886018907136,8.204298797155896,48.32,-119.97275608023315,33.99868572814196
1668,Red Hills Recreational Managment Area,1,2022,2,51,2022-02-21,0.2879603223979032,-0.2828142504364354,2.1775835869684994,16.27537012949297,25.8,-120.47148176510753,37.84724118127964
1669,Red Hills Recreational Managment Area,1,2023,2,38,2023-02-08,0.2193305862120803,-0.22145757643928,2.1470393853510314,16.026086966024494,1.03,-120.47148176510753,37.84724118127964
1670,Red Hills Recreational Managment Area,1,2024,2,41,2024-02-11,0.211689595567758,-0.2037733423006995,2.459110183246962,14.120865634592196,4.73,-120.47148176510753,37.84724118127964
1671,Red Hills Recreational Managment Area,1,2024,2,57,2024-02-27,0.2387882589324879,-0.2289489656225121,2.310296243787923,17.81230304094945,4.39,-120.47148176510753,37.84724118127964
1672,Carrizo Plain National Monument,1,2022,2,35,2022-02-05,0.1926800019931042,-0.1998605034625581,1.5612452980407223,11.132114560462854,28.23,-119.8411779082443,35.14682151679447
1673,Montaña de Oro State Park,1,2022,2,35,2022-02-05,0.2242199155024887,-0.2155206746128317,2.8511598731905696,18.13618118001662,28.23,-120.81380564678088,35.20683259713794
1674,Carrizo Plain National Monument,1,2022,2,51,2022-02-21,0.2150216290205638,-0.2255836406848815,1.9551647832018024,18.82837933727454,6.27,-119.8411779082443,35.14682151679447
1675,Montaña de Oro State Park,1,2022,2,51,2022-02-21,0.2373106804264435,-0.2291432899562737,2.6688386425994404,18.093256473094613,6.27,-120.81380564678088,35.20683259713794
1676,Carrizo Plain National Monument,1,2023,2,38,2023-02-08,0.2206226019097913,-0.2240613642401798,1.8844285164747967,16.185061417264826,0.01,-119.8411779082443,35.14682151679447
1677,Montaña de Oro State Park,1,2023,2,38,2023-02-08,0.2457564382512253,-0.228527360736082,2.4297559251504874,20.01555817501892,0.01,-120.81380564678088,35.20683259713794
1678,Carrizo Plain National Monument,1,2024,2,41,2024-02-11,0.1924064796630825,-0.1939689984854875,2.189709738894328,15.351481711108123,2.3,-119.8411779082443,35.14682151679447
1679,Montaña de Oro State Park,1,2024,2,41,2024-02-11,0.2413848906143013,-0.2249496585305861,2.608836609339665,16.850877203736633,2.3,-120.81380564678088,35.20683259713794
1680,Carrizo Plain National Monument,1,2024,2,57,2024-02-27,0.2130506372464635,-0.2079225300895851,2.6549791782073044,18.408145078181168,29.85,-119.8411779082443,35.14682151679447
1681,Montaña de Oro State Park,1,2024,2,57,2024-02-27,0.2578717009057618,-0.2389001125480095,3.589362934268724,18.54358205333382,29.85,-120.81380564678088,35.20683259713794
1682,Lompoc Flower Fields,1,2022,2,35,2022-02-05,0.1144060390172018,-0.1376210473568162,1.2259151923013425,23.039523558978217,1.79,-120.51574761239752,34.657903337085834
1683,Carrizo Plain National Monument,1,2022,2,35,2022-02-05,0.1814349294949127,-0.1891809973333598,2.112779961009808,11.888783593002085,1.79,-119.8411779082443,35.14682151679447
1684,Laura and Jack Dangermond Reserve,1,2022,2,35,2022-02-05,0.2490623944239116,-0.2377722167450256,2.461728282808295,21.587550893519964,1.79,-120.449912313431,34.509925586297705
1685,Montaña de Oro State Park,1,2022,2,35,2022-02-05,0.2259095696265907,-0.218298702302954,2.2025587747134483,18.40553002444613,1.79,-120.81380564678088,35.20683259713794
1686,Carrizo Plain National Monument,1,2022,2,51,2022-02-21,0.2172685868970106,-0.2258429223400961,2.122899848799521,17.15700536567427,62.82,-119.8411779082443,35.14682151679447
1687,Laura and Jack Dangermond Reserve,1,2022,2,51,2022-02-21,0.2945910670899641,-0.2760730568692058,2.808521083904926,14.150022877168768,62.82,-120.449912313431,34.509925586297705
1688,Montaña de Oro State Park,1,2022,2,51,2022-02-21,0.2368870059059748,-0.2303052983849385,2.823230986269309,18.309765597213836,62.82,-120.81380564678088,35.20683259713794
1689,Lompoc Flower Fields,1,2023,2,38,2023-02-08,0.1231313614260306,-0.1441750918612726,1.1591208408813216,21.618602379734096,0.01,-120.51574761239752,34.657903337085834
1690,Carrizo Plain National Monument,1,2023,2,38,2023-02-08,0.2124145256074031,-0.2172509565704797,2.181398807489917,17.244153738296383,0.01,-119.8411779082443,35.14682151679447
1691,Laura and Jack Dangermond Reserve,1,2023,2,38,2023-02-08,0.2677273002865824,-0.2547097655399242,2.951932015905209,20.78502163338023,0.01,-120.449912313431,34.509925586297705
1692,Montaña de Oro State Park,1,2023,2,38,2023-02-08,0.2476233621003017,-0.2321847435272776,2.900997192558836,20.24063841474821,0.01,-120.81380564678088,35.20683259713794
1693,Lompoc Flower Fields,1,2024,2,41,2024-02-11,0.1432550553188627,-0.1613592519616229,1.1964628867222633,19.54430521055833,5.6,-120.51574761239752,34.657903337085834
1694,Carrizo Plain National Monument,1,2024,2,41,2024-02-11,0.1964218581381114,-0.1969827477511437,2.1337420516975776,15.15382947859534,5.6,-119.8411779082443,35.14682151679447
1695,Laura and Jack Dangermond Reserve,1,2024,2,41,2024-02-11,0.2648833743097346,-0.2480783037340951,2.4481991603369573,18.01723883702299,5.6,-120.449912313431,34.509925586297705
1696,Montaña de Oro State Park,1,2024,2,41,2024-02-11,0.242184215108771,-0.2269715673275401,3.581278803291972,17.058479147019913,5.6,-120.81380564678088,35.20683259713794
1697,Lompoc Flower Fields,1,2024,2,57,2024-02-27,0.2538287929129936,-0.2418900539171377,1.8808317004758213,19.875478006537666,7.59,-120.51574761239752,34.657903337085834
1698,Carrizo Plain National Monument,1,2024,2,57,2024-02-27,0.2176262113785957,-0.2095915405202975,3.420563908859309,19.333660359129063,7.59,-119.8411779082443,35.14682151679447
1699,Laura and Jack Dangermond Reserve,1,2024,2,57,2024-02-27,0.2811770398736771,-0.2601466227063515,3.171557915022516,19.930278642347147,7.59,-120.449912313431,34.509925586297705
1700,Montaña de Oro State Park,1,2024,2,57,2024-02-27,0.262903008198097,-0.2437857312671364,3.1624690011677994,19.32338887695528,7.59,-120.81380564678088,35.20683259713794
1701,North Table Mountain Ecological Reserve,1,2022,2,42,2022-02-12,0.2529545753872259,-0.2485331993169697,3.034996121073946,24.072572682929664,1.56,-121.55598033178102,39.59343530187658
1702,North Table Mountain Ecological Reserve,1,2022,2,58,2022-02-28,0.248200142312252,-0.2529166092467314,2.296857806556287,25.701553952060635,11.81,-121.55598033178102,39.59343530187658
1703,North Table Mountain Ecological Reserve,1,2023,2,45,2023-02-15,0.2404555044011417,-0.2364506535662533,2.833320470280105,13.159960526918152,0.61,-121.55598033178102,39.59343530187658
1704,Yolo sunflowers,1,2022,2,42,2022-02-12,0.220209751225027,-0.2282145295957062,1.4447198622573547,22.76474953925004,1.09,-121.82534579192247,38.557184363419296
1705,Bear Valley Wildflower,1,2022,2,42,2022-02-12,0.2719362634119604,-0.2672816412408684,2.197041180780167,24.097748747771213,1.09,-122.42955407961844,39.12233081056897
1706,Jepson Prairie Preserve,1,2022,2,42,2022-02-12,0.3799364952613356,-0.3602931427924675,2.288725655493063,20.68066940094104,1.09,-121.8297873169658,38.26395806664729
1707,North Table Mountain Ecological Reserve,1,2022,2,42,2022-02-12,0.2508196061675083,-0.2506179709889477,2.0809402569021085,24.059202909410388,1.09,-121.55598033178102,39.59343530187658
1708,Yolo sunflowers,1,2022,2,58,2022-02-28,0.2257704992439781,-0.2358601036699365,1.3912210875605628,24.792683454669085,0.64,-121.82534579192247,38.557184363419296
1709,Bear Valley Wildflower,1,2022,2,58,2022-02-28,0.2719868318207424,-0.2741597881786362,2.300050323628241,24.54253012330017,0.64,-122.42955407961844,39.12233081056897
1710,Jepson Prairie Preserve,1,2022,2,58,2022-02-28,0.3653903823614503,-0.3547343834371621,2.143007273263588,23.15856231004104,0.64,-121.8297873169658,38.26395806664729
1711,North Table Mountain Ecological Reserve,1,2022,2,58,2022-02-28,0.2463122787638621,-0.254424394908806,2.0139751466067035,25.68882621674614,0.64,-121.55598033178102,39.59343530187658
1712,Yolo sunflowers,1,2023,2,45,2023-02-15,0.1739699927859965,-0.1892748672431441,1.2347456651690245,14.478678660254774,1.43,-121.82534579192247,38.557184363419296
1713,Bear Valley Wildflower,1,2023,2,45,2023-02-15,0.1593755251504877,-0.1721173916953307,1.1061344072680774,14.673337063752031,1.43,-122.42955407961844,39.12233081056897
1714,Jepson Prairie Preserve,1,2023,2,45,2023-02-15,0.2233380209137061,-0.2290622857539738,1.692631699657554,14.804746565264857,1.43,-121.8297873169658,38.26395806664729
1715,North Table Mountain Ecological Reserve,1,2023,2,45,2023-02-15,0.2391279002305351,-0.2395343668280608,2.135039079239485,13.12531007496336,1.43,-121.55598033178102,39.59343530187658
1716,Yolo sunflowers,1,2024,2,32,2024-02-02,0.1981647478403695,-0.1943588496089476,1.942370927460159,15.05201479408788,60.38,-121.82534579192247,38.557184363419296
1717,Bear Valley Wildflower,1,2024,2,32,2024-02-02,0.1994465431323813,-0.1918232211544701,2.203100963394672,12.829871181836728,60.38,-122.42955407961844,39.12233081056897
1718,Jepson Prairie Preserve,1,2024,2,32,2024-02-02,0.2892680404854361,-0.2576375163333116,3.081185340239641,14.843366153661217,60.38,-121.8297873169658,38.26395806664729
1719,Yolo sunflowers,1,2024,2,48,2024-02-18,0.2030914118639461,-0.1986893058877632,1.6202823810704334,18.102397266891405,54.85,-121.82534579192247,38.557184363419296
1720,Bear Valley Wildflower,1,2024,2,48,2024-02-18,0.2617301899520513,-0.2493813141351968,1.7734427559857198,14.459665647438042,54.85,-122.42955407961844,39.12233081056897
1721,Jepson Prairie Preserve,1,2024,2,48,2024-02-18,0.3034758970759681,-0.2755415629087455,2.3506470230023795,17.471637744648728,54.85,-121.8297873169658,38.26395806664729
1722,Jepson Prairie Preserve,1,2022,2,42,2022-02-12,0.3810081705810662,-0.3611977734156812,2.286991123274249,20.67328808007818,18.59,-121.8297873169658,38.26395806664729
1723,Jepson Prairie Preserve,1,2022,2,58,2022-02-28,0.365892328599344,-0.3551517795452962,2.091880095643326,23.15924469422197,0.11,-121.8297873169658,38.26395806664729
1724,Jepson Prairie Preserve,1,2023,2,45,2023-02-15,0.2236887078718014,-0.2298682628172286,1.7723305809155627,14.80160760517248,0.11,-121.8297873169658,38.26395806664729
1725,Jepson Prairie Preserve,1,2024,2,32,2024-02-02,0.2783419159079364,-0.2499154157847769,3.244903748801022,14.550124700347752,43.83,-121.8297873169658,38.26395806664729
1726,Jepson Prairie Preserve,1,2024,2,48,2024-02-18,0.2952046945210246,-0.2706590066003171,2.430697375370843,17.38424896973198,33.62,-121.8297873169658,38.26395806664729
1727,Bear Valley Wildflower,1,2022,2,49,2022-02-19,0.271435430821233,-0.2679487687182643,1.947970126085785,23.16637033965573,22.65,-122.42955407961844,39.12233081056897
1728,Bear Valley Wildflower,1,2023,2,36,2023-02-06,0.150775635422704,-0.1623495116359048,1.5179398783334772,12.473999329449365,1.34,-122.42955407961844,39.12233081056897
1729,Bear Valley Wildflower,1,2023,2,52,2023-02-22,0.1599565132753442,-0.1742607963507573,1.4381299216243668,15.997708156892296,41.57,-122.42955407961844,39.12233081056897
1730,Bear Valley Wildflower,1,2024,2,39,2024-02-09,0.2053942214731351,-0.1986454414627912,2.057244595074196,12.979381627163107,14.84,-122.42955407961844,39.12233081056897
1731,Bear Valley Wildflower,1,2024,2,55,2024-02-25,0.1815392667877334,-0.1758077855838643,2.4171840191351124,17.1898000129925,45.21,-122.42955407961844,39.12233081056897
1732,San Carlos Reservation,1,2015,3,64,2015-03-06,0.1187946533840322,-0.1495043951007817,0.8572045738525909,22.833380528126536,0.7,-110.30604951317056,33.27674050735342
1733,San Carlos Reservation,1,2015,3,80,2015-03-22,0.1272443703296258,-0.1567351428403839,0.9391309468463412,32.535235802566426,0.18,-110.30604951317056,33.27674050735342
1734,San Carlos Reservation,1,2016,3,67,2016-03-08,0.1331904911834421,-0.1608828638931047,0.8076097947609938,19.5709307469573,35.25,-110.30604951317056,33.27674050735342
1735,San Carlos Reservation,1,2016,3,83,2016-03-24,0.1314261866281998,-0.1664871588188903,0.8642652252022749,32.67576463351186,0.09,-110.30604951317056,33.27674050735342
1736,San Carlos Reservation,1,2017,3,69,2017-03-11,0.1429834905001312,-0.167062464824249,1.1262025427358135,32.81510267244625,15.13,-110.30604951317056,33.27674050735342
1737,San Carlos Reservation,1,2017,3,85,2017-03-27,0.14426859851791,-0.1726697443513249,0.8149152702725904,27.006432513731223,35.24,-110.30604951317056,33.27674050735342
1738,San Carlos Reservation,1,2018,3,72,2018-03-14,0.1027626197512135,-0.138809906572932,0.719794581551641,29.324361878051032,64.29,-110.30604951317056,33.27674050735342
1739,San Carlos Reservation,1,2018,3,88,2018-03-30,0.1040478594545956,-0.1448350701711434,0.6368822723608315,38.27670782510445,0.11,-110.30604951317056,33.27674050735342
1740,San Carlos Reservation,1,2019,3,59,2019-03-01,0.142538563424958,-0.1711815805799319,0.834690045551994,18.820410654938023,25.44,-110.30604951317056,33.27674050735342
1741,San Carlos Reservation,1,2019,3,75,2019-03-17,0.1674585179398313,-0.1891518369629607,1.2087639358261275,21.740485608537597,3.84,-110.30604951317056,33.27674050735342
1742,San Carlos Reservation,1,2020,3,62,2020-03-03,0.150269237439821,-0.1706359122161217,1.1646745971991523,23.36343646926584,58.33,-110.30604951317056,33.27674050735342
1743,San Carlos Reservation,1,2020,3,78,2020-03-19,0.2254506108607541,-0.2137171717347583,1.5216889638388913,12.410232587855734,63.87,-110.30604951317056,33.27674050735342
1744,San Carlos Reservation,1,2021,3,64,2021-03-06,0.0991916756283123,-0.1425524276745541,0.5877588240594621,25.717191827789755,1.21,-110.30604951317056,33.27674050735342
1745,San Carlos Reservation,1,2021,3,80,2021-03-22,0.104929838024877,-0.1476868650987062,0.584513814706704,26.7257380252836,23.79,-110.30604951317056,33.27674050735342
1746,San Carlos Reservation,1,2022,3,67,2022-03-09,0.0998883350805287,-0.1408399965456049,0.6593370468943248,26.06446547331244,1.26,-110.30604951317056,33.27674050735342
1747,San Carlos Reservation,1,2022,3,83,2022-03-25,0.1028001490573044,-0.143283425960071,0.5964141734633798,36.07950673887493,0.73,-110.30604951317056,33.27674050735342
1748,San Carlos Reservation,1,2023,3,70,2023-03-12,0.1221252202011829,-0.1498482759117622,0.8527133484623292,27.941171727360715,10.8,-110.30604951317056,33.27674050735342
1749,San Carlos Reservation,1,2023,3,86,2023-03-28,0.1374921239485313,-0.1635743083466609,0.9455625074103996,25.973486492582943,1.53,-110.30604951317056,33.27674050735342
1750,San Carlos Reservation,1,2024,3,73,2024-03-14,0.1670756757186973,-0.1873924791752635,1.1158331637732664,25.905407148927733,26.63,-110.30604951317056,33.27674050735342
1751,Picacho Peak State Park,1,2015,3,71,2015-03-13,0.1437045904920967,-0.182139619672986,0.6990972197064168,39.572873277316745,2.74,-111.41815309346114,32.63191414376897
1752,San Carlos Reservation,1,2015,3,71,2015-03-13,0.1262096373529665,-0.1586422650788238,0.7892054534430494,32.05038711474988,2.74,-110.30604951317056,33.27674050735342
