,Site,bloom,year,month,day_of_year,date,NDVI,NDWI,EVI,LST,cloud_cover,longitude,latitude
7972,Estrella Mountain Regional Park,1,2024,9,247,2024-09-04,0.0706766779144058,-0.1191928152889074,0.3509032806124101,56.32535575002662,0.0,-112.363865249209,33.327835281867486
7973,South Mountain Park and Preserve,1,2024,9,247,2024-09-04,0.0694003508221058,-0.1098979230050224,0.4084705679296597,53.64711682975393,0.0,-112.07404945155729,33.33552038501198
7974,Suguaro Lake,1,2024,9,247,2024-09-04,0.0963861243095788,-0.1477331003587388,0.4845664848466778,52.33335719089297,0.0,-111.54542297799958,33.59825955383104
7975,Black Canyon City,1,2024,9,263,2024-09-20,0.0942476833041025,-0.1388528822747162,0.5370166720687528,40.9033225881575,9.65,-112.12297566700332,34.12891725078391
7976,Estrella Mountain Regional Park,1,2024,9,263,2024-09-20,0.0763611398386356,-0.1235698489493699,0.3594081135266575,41.661988314114986,9.65,-112.363865249209,33.327835281867486
7977,South Mountain Park and Preserve,1,2024,9,263,2024-09-20,0.0699324996098822,-0.110229914009075,0.4057989501904583,43.49554311293131,9.65,-112.07404945155729,33.33552038501198
7978,Suguaro Lake,1,2024,9,263,2024-09-20,0.0971855497139848,-0.1478860402301949,0.4068560345130894,44.29554907034216,9.65,-111.54542297799958,33.59825955383104
7979,Gold Butte National Monument,1,2015,9,245,2015-09-03,0.0700834278097189,-0.12491309761181,0.3093952352285626,49.36630289193147,1.46,-114.19534689017422,36.27547414133824
7980,Gold Butte National Monument,1,2015,9,261,2015-09-19,0.0663676183443099,-0.1213761551241307,0.311630981524263,45.30360823723007,0.0,-114.19534689017422,36.27547414133824
7981,Gold Butte National Monument,1,2016,9,248,2016-09-05,0.0699853085470514,-0.1251030111769556,0.3141523515808725,47.0422620371636,0.09,-114.19534689017422,36.27547414133824
7982,Gold Butte National Monument,1,2017,9,266,2017-09-24,0.080555509811502,-0.131063065160819,0.3697532159957011,34.119478545828684,0.08,-114.19534689017422,36.27547414133824
7983,Gold Butte National Monument,1,2018,9,253,2018-09-11,0.0700659897920729,-0.1262941053389616,0.3082848703390631,49.06651113497273,0.0,-114.19534689017422,36.27547414133824
7984,Gold Butte National Monument,1,2018,9,269,2018-09-27,0.0681221082615893,-0.1242862984867934,0.289976440130705,44.8515697077554,0.0,-114.19534689017422,36.27547414133824
7985,Gold Butte National Monument,1,2019,9,256,2019-09-14,0.0788655984156321,-0.1356312891928313,0.3424427916301974,49.18751619847767,0.03,-114.19534689017422,36.27547414133824
7986,Gold Butte National Monument,1,2019,9,272,2019-09-30,0.077367785592932,-0.1336780235220978,0.3565850086596803,35.97205790343144,0.0,-114.19534689017422,36.27547414133824
7987,Gold Butte National Monument,1,2020,9,259,2020-09-16,0.0900884867516534,-0.1459335090725718,0.3920117969666791,49.15212214812341,0.42,-114.19534689017422,36.27547414133824
7988,Gold Butte National Monument,1,2021,9,245,2021-09-03,0.0767244108603518,-0.1309490104271088,0.3452947217099825,48.76077558845735,8.07,-114.19534689017422,36.27547414133824
7989,Gold Butte National Monument,1,2021,9,261,2021-09-19,0.0752511537878592,-0.1296021804210454,0.3426477652070537,41.4327157534392,1.98,-114.19534689017422,36.27547414133824
7990,Gold Butte National Monument,1,2022,9,248,2022-09-06,0.0819416843723896,-0.1357609564681044,0.3622530512303788,56.18358898119936,0.03,-114.19534689017422,36.27547414133824
7991,Gold Butte National Monument,1,2022,9,264,2022-09-22,0.0866552598650856,-0.1384946403737762,0.3925924878649376,42.31476286397093,15.99,-114.19534689017422,36.27547414133824
7992,Gold Butte National Monument,1,2023,9,251,2023-09-09,0.0916025158455213,-0.1392450418246399,0.4078495427345577,43.78782874903124,8.32,-114.19534689017422,36.27547414133824
7993,Gold Butte National Monument,1,2023,9,267,2023-09-25,0.0927981316982228,-0.1412715763631254,0.4389585656238819,43.13539565904389,0.04,-114.19534689017422,36.27547414133824
7994,Gold Butte National Monument,1,2024,9,254,2024-09-11,0.0743336536701431,-0.1077116903240584,0.390066615115091,43.83262186233859,1.01,-114.19534689017422,36.27547414133824
7995,Gold Butte National Monument,1,2024,9,270,2024-09-27,0.0720691972727691,-0.1285828816093135,0.3289396990934051,48.57311891572012,0.69,-114.19534689017422,36.27547414133824
7996,Golden Valley,1,2015,9,245,2015-09-03,0.0680627077790409,-0.1259799867175408,0.2995146560125245,51.780450035422,3.51,-114.28358506031532,35.020855542466514
7997,Golden Valley,1,2015,9,261,2015-09-19,0.067359166832444,-0.1252195852644828,0.3037846712894872,49.270500687029056,0.0,-114.28358506031532,35.020855542466514
7998,Golden Valley,1,2016,9,248,2016-09-05,0.0815427102625688,-0.1355429313984778,0.3675169793752805,46.77339884806324,0.0,-114.28358506031532,35.020855542466514
7999,Golden Valley,1,2017,9,250,2017-09-08,0.0805247810947716,-0.1335127189880801,0.3658466787982574,44.11087003639627,31.56,-114.28358506031532,35.020855542466514
8000,Golden Valley,1,2017,9,266,2017-09-24,0.0762335431068572,-0.130869240388225,0.3486481821714825,36.49563893849847,0.01,-114.28358506031532,35.020855542466514
8001,Golden Valley,1,2018,9,253,2018-09-11,0.0643890316849121,-0.1244438033194617,0.2786595635992649,49.75665538236481,0.0,-114.28358506031532,35.020855542466514
8002,Golden Valley,1,2018,9,269,2018-09-27,0.0627997146488337,-0.123099494792264,0.2774757631546347,50.08183656905943,0.0,-114.28358506031532,35.020855542466514
8003,Golden Valley,1,2019,9,256,2019-09-14,0.0754615177821646,-0.1375912680243288,0.3190899716434158,52.220237119031104,0.26,-114.28358506031532,35.020855542466514
8004,Golden Valley,1,2019,9,272,2019-09-30,0.0734028420007711,-0.1327785949840413,0.33048186603215,37.27567017837024,0.01,-114.28358506031532,35.020855542466514
8005,Golden Valley,1,2020,9,259,2020-09-16,0.0853490682689216,-0.1445646809936444,0.3660196730046545,52.7491541172943,0.02,-114.28358506031532,35.020855542466514
8006,Golden Valley,1,2021,9,245,2021-09-03,0.0696514192113779,-0.1282465846462795,0.3017936046059655,52.34615859102927,2.52,-114.28358506031532,35.020855542466514
8007,Golden Valley,1,2021,9,261,2021-09-19,0.0700785758141766,-0.1279823777796767,0.3086307714580126,43.926087914466336,0.93,-114.28358506031532,35.020855542466514
8008,Golden Valley,1,2022,9,248,2022-09-06,0.0920852734153429,-0.1438764673985935,0.4048281463572902,52.32356675153541,1.39,-114.28358506031532,35.020855542466514
8009,Golden Valley,1,2022,9,264,2022-09-22,0.0896768430254798,-0.140561827575338,0.3830341877335603,42.30042092357917,16.5,-114.28358506031532,35.020855542466514
8010,Golden Valley,1,2023,9,251,2023-09-09,0.0912774018676029,-0.1431820618602285,0.4119459836200091,51.92711515928102,0.51,-114.28358506031532,35.020855542466514
8011,Golden Valley,1,2023,9,267,2023-09-25,0.0878771542159241,-0.1427093336902302,0.3996410967662946,47.74645283399407,0.0,-114.28358506031532,35.020855542466514
8012,Golden Valley,1,2024,9,254,2024-09-11,0.072181366764543,-0.131093272826632,0.3151731208108608,49.46720198380596,0.03,-114.28358506031532,35.020855542466514
8013,Golden Valley,1,2024,9,270,2024-09-27,0.0709754637905326,-0.1305854991644626,0.3184948239619533,53.18440712243109,0.0,-114.28358506031532,35.020855542466514
8014,Gold Butte National Monument,1,2015,9,252,2015-09-10,0.0671205317753941,-0.1232157808984784,0.2906196867632263,52.73561742394344,4.44,-114.19534689017422,36.27547414133824
8015,Golden Valley,1,2015,9,252,2015-09-10,0.0727882432401913,-0.1308057530584808,0.3032352255509074,50.36754281304288,4.44,-114.28358506031532,35.020855542466514
8016,Gold Butte National Monument,1,2015,9,268,2015-09-26,0.0554286557489394,-0.0930580484699932,0.2513153559572488,29.93958158707396,46.13,-114.19534689017422,36.27547414133824
8017,Golden Valley,1,2015,9,268,2015-09-26,0.0719607506202362,-0.1302077185073229,0.3031880222558417,49.47847059686798,46.13,-114.28358506031532,35.020855542466514
8018,Gold Butte National Monument,1,2016,9,255,2016-09-12,0.0684643047121835,-0.1249419858653727,0.3067559171346374,45.2252154911987,0.02,-114.19534689017422,36.27547414133824
8019,Golden Valley,1,2016,9,255,2016-09-12,0.0822128141961758,-0.1405859143712499,0.3353253201348928,45.94219868921373,0.02,-114.28358506031532,35.020855542466514
8020,Gold Butte National Monument,1,2016,9,271,2016-09-28,0.0729116932292726,-0.1303344504992136,0.3212468179761197,41.32339939467608,45.38,-114.19534689017422,36.27547414133824
8021,Golden Valley,1,2016,9,271,2016-09-28,0.075968132983013,-0.131571192564138,0.2947349609340315,40.98648865172704,45.38,-114.28358506031532,35.020855542466514
8022,Gold Butte National Monument,1,2017,9,257,2017-09-15,0.0805029262499876,-0.1332049948788806,0.3623654597983325,44.641435788816686,2.8,-114.19534689017422,36.27547414133824
8023,Golden Valley,1,2017,9,257,2017-09-15,0.0865308919605094,-0.1409425982721637,0.3682304407415562,44.36574482289151,2.8,-114.28358506031532,35.020855542466514
8024,Gold Butte National Monument,1,2018,9,244,2018-09-02,0.0706674753432981,-0.1295900240712101,0.2919814636944571,50.0120705603988,4.71,-114.19534689017422,36.27547414133824
8025,Golden Valley,1,2018,9,244,2018-09-02,0.068460667654746,-0.1310140080629867,0.2699436189370076,52.08067856124213,4.71,-114.28358506031532,35.020855542466514
8026,Gold Butte National Monument,1,2018,9,260,2018-09-18,0.0685202805265904,-0.1269087835240116,0.2907384491989075,48.027254897082194,0.0,-114.19534689017422,36.27547414133824
8027,Golden Valley,1,2018,9,260,2018-09-18,0.0678383232903542,-0.1305862413483227,0.2681434997439036,48.00799820001197,0.0,-114.28358506031532,35.020855542466514
8028,Gold Butte National Monument,1,2019,9,247,2019-09-05,0.0799453634790153,-0.137494997116305,0.3333414856604941,54.04531756010902,48.48,-114.19534689017422,36.27547414133824
8029,Golden Valley,1,2019,9,247,2019-09-05,0.0842590092026311,-0.1464265864589684,0.3304480960193185,51.59659776211961,48.48,-114.28358506031532,35.020855542466514
8030,Gold Butte National Monument,1,2019,9,263,2019-09-21,0.0772449938580756,-0.1368429206658437,0.32127493383085,41.463367838154944,0.03,-114.19534689017422,36.27547414133824
8031,Golden Valley,1,2019,9,263,2019-09-21,0.077612433505299,-0.144055972560798,0.2904263701183092,44.66097119358405,0.03,-114.28358506031532,35.020855542466514
8032,Gold Butte National Monument,1,2020,9,250,2020-09-07,0.0746120723085812,-0.1170825280928881,0.3272403227121052,52.33679066349868,4.71,-114.19534689017422,36.27547414133824
8033,Golden Valley,1,2020,9,250,2020-09-07,0.087681446357333,-0.1453932416402537,0.3583963456177516,55.71201053925921,4.71,-114.28358506031532,35.020855542466514
8034,Gold Butte National Monument,1,2020,9,266,2020-09-23,0.0885169875790662,-0.1479681310326707,0.3768899893088963,47.88971561629865,0.02,-114.19534689017422,36.27547414133824
8035,Golden Valley,1,2020,9,266,2020-09-23,0.0913627018357331,-0.156493141374135,0.3507097116932026,51.12026729251552,0.02,-114.28358506031532,35.020855542466514
8036,Gold Butte National Monument,1,2021,9,252,2021-09-10,0.0744282096989194,-0.1300207622474059,0.334806902874267,54.62845253501087,14.13,-114.19534689017422,36.27547414133824
8037,Golden Valley,1,2021,9,252,2021-09-10,0.0718021614673188,-0.1329908825346459,0.2864322962323936,57.41399595422689,14.13,-114.28358506031532,35.020855542466514
8038,Gold Butte National Monument,1,2021,9,268,2021-09-26,0.0773106016150896,-0.1390307558009964,0.3094780329499114,44.95636003407418,20.06,-114.19534689017422,36.27547414133824
8039,Golden Valley,1,2021,9,268,2021-09-26,0.0624137467690199,-0.0972520487587736,0.388431440704744,16.89500394187211,20.06,-114.28358506031532,35.020855542466514
8040,Gold Butte National Monument,1,2022,9,255,2022-09-13,0.0858163072676723,-0.1379882265206444,0.381619892039198,37.36868515153593,75.96,-114.19534689017422,36.27547414133824
8041,Golden Valley,1,2022,9,255,2022-09-13,0.0764476253558401,-0.1192311973742433,0.3306562336272476,22.85619523101824,75.96,-114.28358506031532,35.020855542466514
8042,Gold Butte National Monument,1,2022,9,271,2022-09-29,0.0807449737738579,-0.133308061771498,0.3717262919539423,46.841224687823406,1.93,-114.19534689017422,36.27547414133824
8043,Golden Valley,1,2022,9,271,2022-09-29,0.0902171981841211,-0.1470965523064093,0.3790682501920524,48.348357838826345,1.93,-114.28358506031532,35.020855542466514
8044,Gold Butte National Monument,1,2023,9,258,2023-09-16,0.0884723732405529,-0.1384898357179983,0.4110031135137887,44.82469567812053,0.18,-114.19534689017422,36.27547414133824
8045,Golden Valley,1,2023,9,258,2023-09-16,0.097992151851328,-0.1530151151652523,0.4076949670857612,49.67837616173552,0.18,-114.28358506031532,35.020855542466514
8046,Gold Butte National Monument,1,2024,9,245,2024-09-02,0.0730854063444038,-0.132977322567413,0.3078792705415096,53.820414345151285,3.27,-114.19534689017422,36.27547414133824
8047,Golden Valley,1,2024,9,245,2024-09-02,0.0784075010311271,-0.1401663051737814,0.3173028482579076,53.45551647924736,3.27,-114.28358506031532,35.020855542466514
8048,Gold Butte National Monument,1,2024,9,261,2024-09-18,0.070311049992916,-0.1305755818863474,0.3010853719540634,42.59412758220764,0.02,-114.19534689017422,36.27547414133824
8049,Golden Valley,1,2024,9,261,2024-09-18,0.0751057036344989,-0.1389094667080957,0.2965084872542917,44.062871463695934,0.02,-114.28358506031532,35.020855542466514
8050,Golden Valley,1,2015,9,252,2015-09-10,0.0702522201213635,-0.1243320888917843,0.3214517701385655,50.46576387487534,44.54,-114.28358506031532,35.020855542466514
8051,Golden Valley,1,2015,9,268,2015-09-26,0.0663829506768296,-0.1225061110474839,0.3083189950047652,50.69105981554474,5.49,-114.28358506031532,35.020855542466514
8052,Golden Valley,1,2016,9,255,2016-09-12,0.0772817354093935,-0.1319344954191924,0.3582919764922515,46.62478531354929,0.0,-114.28358506031532,35.020855542466514
8053,Golden Valley,1,2016,9,271,2016-09-28,0.0705349520147838,-0.1227693088544429,0.3481633220806328,43.93081016215484,19.24,-114.28358506031532,35.020855542466514
8054,Golden Valley,1,2017,9,257,2017-09-15,0.0776991171393475,-0.1305622490230613,0.3658352619311279,45.68614413740444,0.0,-114.28358506031532,35.020855542466514
8055,Golden Valley,1,2018,9,244,2018-09-02,0.0652221085618078,-0.1233680474317965,0.2833752196360349,51.713565762779744,0.0,-114.28358506031532,35.020855542466514
8056,Golden Valley,1,2018,9,260,2018-09-18,0.0643930171129753,-0.1226339735546768,0.2854450484929146,48.6242163220201,0.0,-114.28358506031532,35.020855542466514
8057,Golden Valley,1,2019,9,247,2019-09-05,0.0795952998654996,-0.1379094315369859,0.336185288808054,50.76192242711995,60.15,-114.28358506031532,35.020855542466514
8058,Golden Valley,1,2019,9,263,2019-09-21,0.0742725321688899,-0.1364425054625906,0.314420467083492,44.82788408032542,0.0,-114.28358506031532,35.020855542466514
8059,Golden Valley,1,2020,9,250,2020-09-07,0.0826059695926742,-0.1384165544768131,0.3619933198720968,55.32121047738015,0.29,-114.28358506031532,35.020855542466514
8060,Golden Valley,1,2020,9,266,2020-09-23,0.0846489823186073,-0.1459315588956653,0.3642217200394066,50.98084522004491,0.0,-114.28358506031532,35.020855542466514
8061,Golden Valley,1,2021,9,252,2021-09-10,0.0693818910322929,-0.1266978358247017,0.31322898001466,57.20856750276714,4.19,-114.28358506031532,35.020855542466514
8062,Golden Valley,1,2021,9,268,2021-09-26,0.0683743586619896,-0.1196708863376994,0.3012035964848488,37.2013067443599,36.06,-114.28358506031532,35.020855542466514
8063,Golden Valley,1,2022,9,255,2022-09-13,0.0748943505850917,-0.1223726720738231,0.3272025482440472,28.70215652290252,51.05,-114.28358506031532,35.020855542466514
8064,Golden Valley,1,2022,9,271,2022-09-29,0.0845539637631306,-0.1380963695863068,0.3950183967570175,48.98245443361464,0.94,-114.28358506031532,35.020855542466514
8065,Golden Valley,1,2023,9,258,2023-09-16,0.0901431224808168,-0.1431538951145107,0.4168267127495005,49.99324913703613,0.01,-114.28358506031532,35.020855542466514
8066,Golden Valley,1,2024,9,245,2024-09-02,0.0733494678983685,-0.1321624185301749,0.3222906891291883,53.346867119711376,0.28,-114.28358506031532,35.020855542466514
8067,Golden Valley,1,2024,9,261,2024-09-18,0.0702480892092327,-0.1307489382714915,0.3013431124115084,44.277398792610654,0.0,-114.28358506031532,35.020855542466514
8068,Anza-Borrego Desert State Park,1,2015,9,252,2015-09-10,0.0752889038023303,-0.1184600038884976,0.3553255229039155,41.11284279493286,76.96,-116.17191395891707,32.960103211832944
8069,Anza-Borrego Desert State Park,1,2015,9,268,2015-09-26,0.0523324886802943,-0.1026642084171317,0.2288216132981448,52.762156539681975,0.02,-116.17191395891707,32.960103211832944
8070,Anza-Borrego Desert State Park,1,2016,9,255,2016-09-12,0.0503657968922732,-0.1031711728964196,0.2081957702884341,47.64192855474269,0.02,-116.17191395891707,32.960103211832944
8071,Anza-Borrego Desert State Park,1,2016,9,271,2016-09-28,0.0516364230157962,-0.1007032264743914,0.2294931634262566,46.7041730542916,3.36,-116.17191395891707,32.960103211832944
8072,Anza-Borrego Desert State Park,1,2017,9,257,2017-09-15,0.0577761067175556,-0.1097606065862718,0.2424436001636597,44.77775040096824,1.31,-116.17191395891707,32.960103211832944
8073,Anza-Borrego Desert State Park,1,2018,9,244,2018-09-02,0.0526370806616458,-0.1054272111831735,0.2156818879952068,48.710232163334496,0.41,-116.17191395891707,32.960103211832944
8074,Anza-Borrego Desert State Park,1,2018,9,260,2018-09-18,0.0508514632156809,-0.1054431313506612,0.2072302148032337,51.00037380839958,0.02,-116.17191395891707,32.960103211832944
8075,Anza-Borrego Desert State Park,1,2019,9,247,2019-09-05,0.0660734411080425,-0.1190463151594272,0.2723549862577473,50.95486843245207,15.39,-116.17191395891707,32.960103211832944
8076,Anza-Borrego Desert State Park,1,2019,9,263,2019-09-21,0.0612328235929896,-0.1170241801323784,0.2478986338001604,46.080828209819714,0.0,-116.17191395891707,32.960103211832944
8077,Anza-Borrego Desert State Park,1,2020,9,250,2020-09-07,0.0668361875181203,-0.1190041349140174,0.2883472398758109,55.02339950613562,0.05,-116.17191395891707,32.960103211832944
8078,Anza-Borrego Desert State Park,1,2020,9,266,2020-09-23,0.0634988387591755,-0.1185472856278626,0.2643881451722393,50.29830119568858,0.0,-116.17191395891707,32.960103211832944
8079,Anza-Borrego Desert State Park,1,2021,9,252,2021-09-10,0.0612134027870792,-0.1123022040699954,0.2590730189174972,56.17058508455335,2.39,-116.17191395891707,32.960103211832944
8080,Anza-Borrego Desert State Park,1,2021,9,268,2021-09-26,0.0607150974497166,-0.1065390648538399,0.2754553554486577,44.70889486362194,35.46,-116.17191395891707,32.960103211832944
8081,Anza-Borrego Desert State Park,1,2022,9,255,2022-09-13,0.0562530586488267,-0.1027136898321533,0.2495261918788867,43.95797837612892,24.07,-116.17191395891707,32.960103211832944
8082,Anza-Borrego Desert State Park,1,2022,9,271,2022-09-29,0.0696298337127596,-0.1140288846878218,0.3176433700643992,45.10756988733564,3.49,-116.17191395891707,32.960103211832944
8083,Anza-Borrego Desert State Park,1,2023,9,258,2023-09-16,0.07633755384128,-0.1229714621573301,0.3351432595958928,49.404151819942015,0.89,-116.17191395891707,32.960103211832944
8084,Anza-Borrego Desert State Park,1,2024,9,245,2024-09-02,0.0633535439108928,-0.1151978337193825,0.2669207470831506,55.87302608986347,1.54,-116.17191395891707,32.960103211832944
8085,Anza-Borrego Desert State Park,1,2024,9,261,2024-09-18,0.0602075886165492,-0.1135294054655882,0.2524846849544796,44.60797330566869,0.01,-116.17191395891707,32.960103211832944
8086,Chino Hills,1,2015,9,243,2015-09-01,0.1192764986472025,-0.1414238412926306,0.6362108212978977,18.512717903865777,10.49,-117.77738835498089,33.9516771794212
8087,Chino Hills,1,2015,9,259,2015-09-17,0.1284069775910026,-0.1471420268769361,1.848542135252861,35.53541590873592,0.36,-117.77738835498089,33.9516771794212
8088,Chino Hills,1,2016,9,246,2016-09-03,0.1371846463420947,-0.171002888759354,0.7219079638371089,37.74017757627985,0.31,-117.77738835498089,33.9516771794212
8089,Chino Hills,1,2016,9,262,2016-09-19,0.1298482087449304,-0.1583918236959917,1.214755868107484,46.72931703372376,15.99,-117.77738835498089,33.9516771794212
8090,Chino Hills,1,2017,9,248,2017-09-06,0.1595573293735752,-0.1900796904494784,1.0665331864057948,41.93822827949028,6.29,-117.77738835498089,33.9516771794212
8091,Chino Hills,1,2017,9,264,2017-09-22,0.1672104254330737,-0.1956351023496415,1.057310370050951,32.436246706468204,2.95,-117.77738835498089,33.9516771794212
8092,Chino Hills,1,2018,9,251,2018-09-09,0.1304843363910031,-0.1631895198418668,0.9954574067893968,47.15663715852185,0.0,-117.77738835498089,33.9516771794212
8093,Chino Hills,1,2018,9,267,2018-09-25,0.1300031877501029,-0.1596189747214133,0.9214035048844968,36.1478096725681,3.83,-117.77738835498089,33.9516771794212
8094,Chino Hills,1,2019,9,254,2019-09-12,0.1595787472822228,-0.1918515000738304,1.0490606043558932,40.1025885324836,0.01,-117.77738835498089,33.9516771794212
8095,Chino Hills,1,2019,9,270,2019-09-28,0.1678003889289336,-0.1584647623646015,1.2836027821952931,21.42036450909093,14.74,-117.77738835498089,33.9516771794212
8096,Chino Hills,1,2020,9,257,2020-09-14,0.1399078191297739,-0.1556156978471037,1.0189007821598586,39.72540305122488,2.04,-117.77738835498089,33.9516771794212
8097,Chino Hills,1,2020,9,273,2020-09-30,0.1409839352348526,-0.1711762280363782,1.0689780379768112,47.431810358264656,0.01,-117.77738835498089,33.9516771794212
8098,Chino Hills,1,2021,9,259,2021-09-17,0.1362536745978139,-0.1667568205166407,1.0716264209372643,35.95018138990858,9.45,-117.77738835498089,33.9516771794212
8099,Chino Hills,1,2022,9,246,2022-09-04,0.118268305575242,-0.1397017718222414,0.9898736296177356,48.59868580478321,7.57,-117.77738835498089,33.9516771794212
8100,Chino Hills,1,2022,9,262,2022-09-20,0.1280734681887231,-0.1534593863844031,1.3647179444501676,42.440593349008594,0.04,-117.77738835498089,33.9516771794212
8101,Chino Hills,1,2023,9,249,2023-09-07,0.1749735628227022,-0.1878618901895403,2.226549683883455,37.80352227938104,0.01,-117.77738835498089,33.9516771794212
8102,Chino Hills,1,2023,9,265,2023-09-23,0.1896092624175574,-0.1983484300871758,2.438656694643334,33.30824051958932,1.52,-117.77738835498089,33.9516771794212
8103,Chino Hills,1,2024,9,252,2024-09-09,0.1580115687376253,-0.1796323828206491,1.0971280422800362,49.86429260031639,3.6,-117.77738835498089,33.9516771794212
8104,Chino Hills,1,2024,9,268,2024-09-25,0.1574952862983683,-0.183063223148081,1.247130745952765,34.97779731399576,0.01,-117.77738835498089,33.9516771794212
8105,Carlsbad Ranch,1,2015,9,243,2015-09-01,0.0935440022517555,-0.1349520752276209,0.5585881427351612,43.661515149175294,30.28,-117.31926767463732,33.128594071620896
8106,Anza-Borrego Desert State Park,1,2015,9,243,2015-09-01,0.0593954719146473,-0.1060033202035781,0.2738357551370192,44.6933376976275,30.28,-116.17191395891707,32.960103211832944
8107,Chino Hills,1,2015,9,243,2015-09-01,0.172527111311133,-0.195691464294832,0.783736475300357,23.83208823746146,30.28,-117.77738835498089,33.9516771794212
8108,Carlsbad Ranch,1,2015,9,259,2015-09-17,0.104707028463779,-0.1553673783696693,0.4115497610594618,36.10014736522609,2.09,-117.31926767463732,33.128594071620896
