Site,year,NDVI,NDWI,cloud_cover,longitude,latitude,bloom,month,day_of_year,day_of_month,is_spring,is_summer,is_fall,is_winter
Red Hills Recreational Managment Area,2022,0.1485123902677847,-0.2019610832535343,1.17,-120.47149701124106,37.847251852339554,0,8,236,24,0,1,0,0
Red Hills Recreational Managment Area,2022,0.1370907108589659,-0.180682845830105,1.49,-120.47149701124106,37.847251852339554,0,9,252,9,0,0,1,0
Red Hills Recreational Managment Area,2022,0.1385666892264043,-0.1829641285634839,3.51,-120.47149701124106,37.847251852339554,0,9,268,25,0,0,1,0
Red Hills Recreational Managment Area,2022,0.1333447346900588,-0.1783516854074421,3.0,-120.47149701124106,37.847251852339554,0,10,284,11,0,0,1,0
Red Hills Recreational Managment Area,2022,0.1342972425617816,-0.180000906533674,0.17,-120.47149701124106,37.847251852339554,0,10,300,27,0,0,1,0
Red Hills Recreational Managment Area,2022,0.1387980394023339,-0.1710901766096411,32.48,-120.47149701124106,37.847251852339554,0,11,316,12,0,0,1,0
Red Hills Recreational Managment Area,2022,0.1551548042867103,-0.1843128205862224,14.24,-120.47149701124106,37.847251852339554,0,11,332,28,0,0,1,0
Red Hills Recreational Managment Area,2022,0.1734188788486879,-0.183300129879147,0.94,-120.47149701124106,37.847251852339554,0,12,348,14,0,0,0,1
Carrizo Plain National Monument,2022,0.1536923201670046,-0.1944611362419093,43.14,-119.84188601188094,35.14694248226192,0,6,156,5,0,1,0,0
Montaña de Oro State Park,2022,0.1936784447077985,-0.2133550928269925,43.14,-120.81383400040781,35.20683027405567,0,6,156,5,0,1,0,0
Carrizo Plain National Monument,2022,0.1476422666723292,-0.1899009502096104,0.05,-119.84188601188094,35.14694248226192,0,6,172,21,0,1,0,0
Montaña de Oro State Park,2022,0.1795491990091097,-0.2011660557303524,0.05,-120.81383400040781,35.20683027405567,0,6,172,21,0,1,0,0
Carrizo Plain National Monument,2022,0.1469260243449784,-0.1925175422851871,18.84,-119.84188601188094,35.14694248226192,0,7,188,7,0,1,0,0
Montaña de Oro State Park,2022,0.1831028006408186,-0.2062605816858186,18.84,-120.81383400040781,35.20683027405567,0,7,188,7,0,1,0,0
Carrizo Plain National Monument,2022,0.1418120772242515,-0.1874778252138461,22.58,-119.84188601188094,35.14694248226192,0,7,204,23,0,1,0,0
Montaña de Oro State Park,2022,0.1743330733885265,-0.1962128014156979,22.58,-120.81383400040781,35.20683027405567,0,7,204,23,0,1,0,0
Carrizo Plain National Monument,2022,0.1443577147162762,-0.1885681567727655,0.48,-119.84188601188094,35.14694248226192,0,8,220,8,0,1,0,0
Montaña de Oro State Park,2022,0.161620470997098,-0.1838630804362833,0.48,-120.81383400040781,35.20683027405567,0,8,220,8,0,1,0,0
Carrizo Plain National Monument,2022,0.1405470709888897,-0.1851077886483719,24.84,-119.84188601188094,35.14694248226192,0,8,236,24,0,1,0,0
Montaña de Oro State Park,2022,0.1972933841081517,-0.211960981093456,24.84,-120.81383400040781,35.20683027405567,0,8,236,24,0,1,0,0
Carrizo Plain National Monument,2022,0.1053593191713113,-0.1554040406700829,7.86,-119.84188601188094,35.14694248226192,0,9,252,9,0,0,1,0
Montaña de Oro State Park,2022,0.0687943422384222,-0.0709807022345887,7.86,-120.81383400040781,35.20683027405567,0,9,252,9,0,0,1,0
Carrizo Plain National Monument,2022,0.13863593755989,-0.1724529355104341,33.28,-119.84188601188094,35.14694248226192,0,9,268,25,0,0,1,0
Montaña de Oro State Park,2022,0.1384685601995923,-0.1963355491241517,33.28,-120.81383400040781,35.20683027405567,0,9,268,25,0,0,1,0
Carrizo Plain National Monument,2022,0.1319712864901782,-0.1668710714483532,31.02,-119.84188601188094,35.14694248226192,0,10,284,11,0,0,1,0
Montaña de Oro State Park,2022,0.0923129700594443,-0.0830406390445779,31.02,-120.81383400040781,35.20683027405567,0,10,284,11,0,0,1,0
Carrizo Plain National Monument,2022,0.1329442772443993,-0.1679393438647165,0.03,-119.84188601188094,35.14694248226192,0,10,300,27,0,0,1,0
Montaña de Oro State Park,2022,0.1362497397679074,-0.1487960596278639,0.03,-120.81383400040781,35.20683027405567,0,10,300,27,0,0,1,0
Carrizo Plain National Monument,2022,0.13404811334389,-0.1639143969682118,7.73,-119.84188601188094,35.14694248226192,0,11,316,12,0,0,1,0
Montaña de Oro State Park,2022,0.138478725794148,-0.1480217842433533,7.73,-120.81383400040781,35.20683027405567,0,11,316,12,0,0,1,0
Carrizo Plain National Monument,2022,0.1392396244506822,-0.1667565001010517,2.83,-119.84188601188094,35.14694248226192,0,11,332,28,0,0,1,0
Montaña de Oro State Park,2022,0.1416876110749758,-0.1496729143242037,2.83,-120.81383400040781,35.20683027405567,0,11,332,28,0,0,1,0
Carrizo Plain National Monument,2022,0.156354806884869,-0.1680480351708225,0.68,-119.84188601188094,35.14694248226192,0,12,348,14,0,0,0,1
Montaña de Oro State Park,2022,0.1564639201876412,-0.1522810730390909,0.68,-120.81383400040781,35.20683027405567,0,12,348,14,0,0,0,1
Lompoc Flower Fields,2022,0.1794269612898344,-0.2009614399039849,65.46,-120.51575049640014,34.657902770671875,0,6,156,5,0,1,0,0
Carrizo Plain National Monument,2022,0.1815804279280043,-0.2156578013070564,65.46,-119.84188601188094,35.14694248226192,0,6,156,5,0,1,0,0
Laura and Jack Dangermond Reserve,2022,0.1950938712764799,-0.2250018632615674,65.46,-120.4499101041053,34.509933096785765,0,6,156,5,0,1,0,0
Montaña de Oro State Park,2022,0.1958171961492565,-0.2166197936443611,65.46,-120.81383400040781,35.20683027405567,0,6,156,5,0,1,0,0
Lompoc Flower Fields,2022,0.1760933097106662,-0.1990961781339207,7.94,-120.51575049640014,34.657902770671875,0,6,172,21,0,1,0,0
Carrizo Plain National Monument,2022,0.1727693025832135,-0.2097590435951207,7.94,-119.84188601188094,35.14694248226192,0,6,172,21,0,1,0,0
Laura and Jack Dangermond Reserve,2022,0.1802186711490462,-0.2136947502194741,7.94,-120.4499101041053,34.509933096785765,0,6,172,21,0,1,0,0
Montaña de Oro State Park,2022,0.179866933539957,-0.2027705797404492,7.94,-120.81383400040781,35.20683027405567,0,6,172,21,0,1,0,0
Lompoc Flower Fields,2022,0.1964459262450108,-0.2152351527293135,13.05,-120.51575049640014,34.657902770671875,0,8,220,8,0,1,0,0
Carrizo Plain National Monument,2022,0.1685892846116131,-0.208785453202201,13.05,-119.84188601188094,35.14694248226192,0,8,220,8,0,1,0,0
Laura and Jack Dangermond Reserve,2022,0.1616439764408899,-0.1927534663444762,13.05,-120.4499101041053,34.509933096785765,0,8,220,8,0,1,0,0
Montaña de Oro State Park,2022,0.1612548231150125,-0.184766436208159,13.05,-120.81383400040781,35.20683027405567,0,8,220,8,0,1,0,0
Lompoc Flower Fields,2022,0.135614070054341,-0.1531356647632827,36.4,-120.51575049640014,34.657902770671875,0,9,252,9,0,0,1,0
Carrizo Plain National Monument,2022,0.1262409978356602,-0.1611972130071074,36.4,-119.84188601188094,35.14694248226192,0,9,252,9,0,0,1,0
Laura and Jack Dangermond Reserve,2022,0.0963171914837494,-0.1616682296479586,36.4,-120.4499101041053,34.509933096785765,0,9,252,9,0,0,1,0
Montaña de Oro State Park,2022,0.0943130861916962,-0.105922580152917,36.4,-120.81383400040781,35.20683027405567,0,9,252,9,0,0,1,0
Lompoc Flower Fields,2022,0.2120870192831044,-0.218790876516595,76.45,-120.51575049640014,34.657902770671875,0,9,268,25,0,0,1,0
Carrizo Plain National Monument,2022,0.1636202021110093,-0.1930505931671474,76.45,-119.84188601188094,35.14694248226192,0,9,268,25,0,0,1,0
Laura and Jack Dangermond Reserve,2022,0.1487115541994114,-0.1615085493001999,76.45,-120.4499101041053,34.509933096785765,0,9,268,25,0,0,1,0
Montaña de Oro State Park,2022,0.1156530458328695,-0.1332901607541137,76.45,-120.81383400040781,35.20683027405567,0,9,268,25,0,0,1,0
Lompoc Flower Fields,2022,0.1867598955147032,-0.2001345209902393,0.93,-120.51575049640014,34.657902770671875,0,10,300,27,0,0,1,0
Carrizo Plain National Monument,2022,0.1569439375775879,-0.1875738877129445,0.93,-119.84188601188094,35.14694248226192,0,10,300,27,0,0,1,0
Laura and Jack Dangermond Reserve,2022,0.1976132775657978,-0.2000381348039575,0.93,-120.4499101041053,34.509933096785765,0,10,300,27,0,0,1,0
Montaña de Oro State Park,2022,0.1367194474113029,-0.150681072132992,0.93,-120.81383400040781,35.20683027405567,0,10,300,27,0,0,1,0
Lompoc Flower Fields,2022,0.1665611604224552,-0.1823195057404078,19.01,-120.51575049640014,34.657902770671875,0,11,316,12,0,0,1,0
Carrizo Plain National Monument,2022,0.1600542673091308,-0.1835895118000308,19.01,-119.84188601188094,35.14694248226192,0,11,316,12,0,0,1,0
Laura and Jack Dangermond Reserve,2022,0.2081259073470506,-0.2044301034247872,19.01,-120.4499101041053,34.509933096785765,0,11,316,12,0,0,1,0
Montaña de Oro State Park,2022,0.1393102828362697,-0.1503355431676504,19.01,-120.81383400040781,35.20683027405567,0,11,316,12,0,0,1,0
Carrizo Plain National Monument,2022,0.1681173371937908,-0.1886633945295526,36.35,-119.84188601188094,35.14694248226192,0,11,332,28,0,0,1,0
Laura and Jack Dangermond Reserve,2022,0.2188441476178015,-0.2133997641979275,36.35,-120.4499101041053,34.509933096785765,0,11,332,28,0,0,1,0
Montaña de Oro State Park,2022,0.1357437980592376,-0.144808893172959,36.35,-120.81383400040781,35.20683027405567,0,11,332,28,0,0,1,0
Lompoc Flower Fields,2022,0.1414857163486053,-0.1541513863809113,10.33,-120.51575049640014,34.657902770671875,0,12,348,14,0,0,0,1
Carrizo Plain National Monument,2022,0.1777725970185404,-0.1842768431762982,10.33,-119.84188601188094,35.14694248226192,0,12,348,14,0,0,0,1
Laura and Jack Dangermond Reserve,2022,0.238771827419323,-0.2222077980704929,10.33,-120.4499101041053,34.509933096785765,0,12,348,14,0,0,0,1
Montaña de Oro State Park,2022,0.1567021148162983,-0.1534873637194173,10.33,-120.81383400040781,35.20683027405567,0,12,348,14,0,0,0,1
North Table Mountain Ecological Reserve,2022,0.2047306397911324,-0.2228190444780275,74.76,-121.55597836570155,39.5934372299187,0,6,163,12,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.1701698196169098,-0.1985748482850159,0.05,-121.55597836570155,39.5934372299187,0,6,179,28,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.1679071632581267,-0.1995463132524127,0.0,-121.55597836570155,39.5934372299187,0,7,195,14,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.1663734741593513,-0.1975227202474008,40.37,-121.55597836570155,39.5934372299187,0,7,211,30,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.1579796774909788,-0.1927214627208849,0.0,-121.55597836570155,39.5934372299187,0,8,227,15,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.154232979151528,-0.1914439939967456,0.02,-121.55597836570155,39.5934372299187,0,8,243,31,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.1575247251138971,-0.1940562097333912,0.31,-121.55597836570155,39.5934372299187,0,9,259,16,0,0,1,0
North Table Mountain Ecological Reserve,2022,0.1840101448000762,-0.2043707816217234,0.01,-121.55597836570155,39.5934372299187,0,10,275,2,0,0,1,0
North Table Mountain Ecological Reserve,2022,0.1713322607853834,-0.1965578332996126,28.97,-121.55597836570155,39.5934372299187,0,10,291,18,0,0,1,0
North Table Mountain Ecological Reserve,2022,0.1793666062735985,-0.2036638278163323,6.89,-121.55597836570155,39.5934372299187,0,11,307,3,0,0,1,0
North Table Mountain Ecological Reserve,2022,0.1909800255939666,-0.2025661234103547,1.66,-121.55597836570155,39.5934372299187,0,11,323,19,0,0,1,0
North Table Mountain Ecological Reserve,2022,0.0785082914109135,-0.0827510697028093,35.36,-121.55597836570155,39.5934372299187,0,12,339,5,0,0,0,1
North Table Mountain Ecological Reserve,2022,0.2135390807769668,-0.2134892472040765,32.46,-121.55597836570155,39.5934372299187,0,12,355,21,0,0,0,1
Yolo sunflowers,2022,0.2276180942067164,-0.2480835232658529,65.88,-121.82534666882003,38.557265407496566,0,6,163,12,0,1,0,0
Bear Valley Wildflower,2022,0.1602909232006442,-0.2084540582888118,65.88,-122.42961255408602,39.122353957117646,0,6,163,12,0,1,0,0
Jepson Prairie Preserve,2022,0.1741371251321924,-0.2297502430182604,65.88,-121.82979211875876,38.26395459392311,0,6,163,12,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.2053607423492086,-0.2388969396539662,65.88,-121.55597836570155,39.5934372299187,0,6,163,12,0,1,0,0
Yolo sunflowers,2022,0.2309319391413116,-0.2536633637256921,0.03,-121.82534666882003,38.557265407496566,0,6,179,28,0,1,0,0
Bear Valley Wildflower,2022,0.1459893967869178,-0.197118264108575,0.03,-122.42961255408602,39.122353957117646,0,6,179,28,0,1,0,0
Jepson Prairie Preserve,2022,0.1679897874298101,-0.2275895225573409,0.03,-121.82979211875876,38.26395459392311,0,6,179,28,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.1700139591178188,-0.2021267381382989,0.03,-121.55597836570155,39.5934372299187,0,6,179,28,0,1,0,0
Yolo sunflowers,2022,0.2383777690381638,-0.2589222549929471,0.07,-121.82534666882003,38.557265407496566,0,7,195,14,0,1,0,0
Bear Valley Wildflower,2022,0.1458699398024827,-0.1985288271151984,0.07,-122.42961255408602,39.122353957117646,0,7,195,14,0,1,0,0
Jepson Prairie Preserve,2022,0.1687215148851424,-0.2292302631941156,0.07,-121.82979211875876,38.26395459392311,0,7,195,14,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.1665547328508769,-0.2012623195572483,0.07,-121.55597836570155,39.5934372299187,0,7,195,14,0,1,0,0
Yolo sunflowers,2022,0.2328671476692984,-0.2534136920587019,24.7,-121.82534666882003,38.557265407496566,0,7,211,30,0,1,0,0
Bear Valley Wildflower,2022,0.1404555888705934,-0.1887853064567961,24.7,-122.42961255408602,39.122353957117646,0,7,211,30,0,1,0,0
Jepson Prairie Preserve,2022,0.1683615719174867,-0.2269540880977262,24.7,-121.82979211875876,38.26395459392311,0,7,211,30,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.1629886516145483,-0.1966827893356512,24.7,-121.55597836570155,39.5934372299187,0,7,211,30,0,1,0,0
Yolo sunflowers,2022,0.219053104196074,-0.2442941780151214,0.0,-121.82534666882003,38.557265407496566,0,8,227,15,0,1,0,0
Bear Valley Wildflower,2022,0.136776587796367,-0.1889431108443385,0.0,-122.42961255408602,39.122353957117646,0,8,227,15,0,1,0,0
Jepson Prairie Preserve,2022,0.1668186356692205,-0.2284177909240674,0.0,-121.82979211875876,38.26395459392311,0,8,227,15,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.1561474081652301,-0.1932504497669809,0.0,-121.55597836570155,39.5934372299187,0,8,227,15,0,1,0,0
Yolo sunflowers,2022,0.2031757280040511,-0.231475885256729,0.0,-121.82534666882003,38.557265407496566,0,8,243,31,0,1,0,0
Bear Valley Wildflower,2022,0.1353832480395011,-0.1923529188604109,0.0,-122.42961255408602,39.122353957117646,0,8,243,31,0,1,0,0
Jepson Prairie Preserve,2022,0.169676793938361,-0.2329204840595428,0.0,-121.82979211875876,38.26395459392311,0,8,243,31,0,1,0,0
North Table Mountain Ecological Reserve,2022,0.1528052750256249,-0.1925575109239724,0.0,-121.55597836570155,39.5934372299187,0,8,243,31,0,1,0,0
Yolo sunflowers,2022,0.186213967066872,-0.2165740130937017,5.43,-121.82534666882003,38.557265407496566,0,9,259,16,0,0,1,0
Bear Valley Wildflower,2022,0.134799509378762,-0.1908652117635429,5.43,-122.42961255408602,39.122353957117646,0,9,259,16,0,0,1,0
Jepson Prairie Preserve,2022,0.1698972541320227,-0.2307103196183643,5.43,-121.82979211875876,38.26395459392311,0,9,259,16,0,0,1,0
North Table Mountain Ecological Reserve,2022,0.1558165871627539,-0.1950362918478582,5.43,-121.55597836570155,39.5934372299187,0,9,259,16,0,0,1,0
Yolo sunflowers,2022,0.188551453268764,-0.2088834526153944,1.48,-121.82534666882003,38.557265407496566,0,10,275,2,0,0,1,0
Bear Valley Wildflower,2022,0.1404721042213716,-0.177474167847655,1.48,-122.42961255408602,39.122353957117646,0,10,275,2,0,0,1,0
Jepson Prairie Preserve,2022,0.1704860362366118,-0.2052345334791105,1.48,-121.82979211875876,38.26395459392311,0,10,275,2,0,0,1,0
North Table Mountain Ecological Reserve,2022,0.182036076362492,-0.2049196645091859,1.48,-121.55597836570155,39.5934372299187,0,10,275,2,0,0,1,0
Yolo sunflowers,2022,0.181650574601906,-0.2065418531966666,45.17,-121.82534666882003,38.557265407496566,0,10,291,18,0,0,1,0
Jepson Prairie Preserve,2022,0.1613192490557123,-0.2015926320258848,45.17,-121.82979211875876,38.26395459392311,0,10,291,18,0,0,1,0
North Table Mountain Ecological Reserve,2022,0.1690817228942491,-0.1960875680995856,45.17,-121.55597836570155,39.5934372299187,0,10,291,18,0,0,1,0
Yolo sunflowers,2022,0.1660274609073611,-0.1895327513238373,0.38,-121.82534666882003,38.557265407496566,0,11,307,3,0,0,1,0
Bear Valley Wildflower,2022,0.1283431824765409,-0.1713968423463145,0.38,-122.42961255408602,39.122353957117646,0,11,307,3,0,0,1,0
Jepson Prairie Preserve,2022,0.1566202238269776,-0.1973345420150903,0.38,-121.82979211875876,38.26395459392311,0,11,307,3,0,0,1,0
North Table Mountain Ecological Reserve,2022,0.1771727629261141,-0.2039818514131113,0.38,-121.55597836570155,39.5934372299187,0,11,307,3,0,0,1,0
Yolo sunflowers,2022,0.1530671663332814,-0.1751385597918273,0.45,-121.82534666882003,38.557265407496566,0,11,323,19,0,0,1,0
Bear Valley Wildflower,2022,0.128473702907055,-0.163800599930393,0.45,-122.42961255408602,39.122353957117646,0,11,323,19,0,0,1,0
Jepson Prairie Preserve,2022,0.1484080907877716,-0.1785973747881213,0.45,-121.82979211875876,38.26395459392311,0,11,323,19,0,0,1,0
North Table Mountain Ecological Reserve,2022,0.1880797800660816,-0.2022095014298026,0.45,-121.55597836570155,39.5934372299187,0,11,323,19,0,0,1,0
Yolo sunflowers,2022,0.1338388554451201,-0.1526596179228659,47.76,-121.82534666882003,38.557265407496566,0,12,339,5,0,0,0,1
Bear Valley Wildflower,2022,0.1409584131840929,-0.1713645126383022,47.76,-122.42961255408602,39.122353957117646,0,12,339,5,0,0,0,1
Jepson Prairie Preserve,2022,0.1836855868808176,-0.2043292255552156,47.76,-121.82979211875876,38.26395459392311,0,12,339,5,0,0,0,1
North Table Mountain Ecological Reserve,2022,0.2114849425226492,-0.2091164789192997,47.76,-121.55597836570155,39.5934372299187,0,12,339,5,0,0,0,1
Yolo sunflowers,2022,0.1260239983196733,-0.1397433653259326,46.06,-121.82534666882003,38.557265407496566,0,12,355,21,0,0,0,1
Bear Valley Wildflower,2022,0.1838388566538189,-0.2114902048796098,46.06,-122.42961255408602,39.122353957117646,0,12,355,21,0,0,0,1
North Table Mountain Ecological Reserve,2022,0.2086914331380724,-0.2125211304331094,46.06,-121.55597836570155,39.5934372299187,0,12,355,21,0,0,0,1
Jepson Prairie Preserve,2022,0.1738737496700754,-0.2297499258712533,73.55,-121.82979211875876,38.26395459392311,0,6,163,12,0,1,0,0
Jepson Prairie Preserve,2022,0.1680475777112992,-0.2277499917503919,15.84,-121.82979211875876,38.26395459392311,0,6,179,28,0,1,0,0
Jepson Prairie Preserve,2022,0.1688214385981351,-0.2292484264077984,17.83,-121.82979211875876,38.26395459392311,0,7,195,14,0,1,0,0
Jepson Prairie Preserve,2022,0.1681977894410365,-0.2268868789239231,53.38,-121.82979211875876,38.26395459392311,0,7,211,30,0,1,0,0
Jepson Prairie Preserve,2022,0.1668570366955836,-0.2284465156480878,34.51,-121.82979211875876,38.26395459392311,0,8,227,15,0,1,0,0
Jepson Prairie Preserve,2022,0.1696362099648529,-0.2327736987256032,17.01,-121.82979211875876,38.26395459392311,0,8,243,31,0,1,0,0
Jepson Prairie Preserve,2022,0.1701570886050712,-0.2311200681266713,5.45,-121.82979211875876,38.26395459392311,0,9,259,16,0,0,1,0
Jepson Prairie Preserve,2022,0.1702458827136765,-0.2049038321104026,38.11,-121.82979211875876,38.26395459392311,0,10,275,2,0,0,1,0
