id,Site,Type,date,year,NDVI,NDWI,cloud_cover
16,Montaña de Oro State Park,Wild,2020-02-08,2020,0.256593644620536,-0.2428615965909579,61.9
15,Lompoc Flower Fields,Plantation,2020-02-24,2020,0.1364884155611742,-0.15847032142386908,18.33
6,Carrizo Plain National Monument,Wild,2020-02-24,2020,0.20319314693433774,-0.2121709105081971,18.33
14,Laura and Jack Dangermond Reserve,Wild,2020-02-24,2020,0.2755622240854831,-0.2656086147355153,18.33
16,Montaña de Oro State Park,Wild,2020-02-24,2020,0.24221622694913952,-0.2357300372552061,18.33
17,North Table Mountain Ecological Reserve,Wild,2020-01-14,2020,0.21005423994097727,-0.20516141454337408,58.95
17,North Table Mountain Ecological Reserve,Wild,2020-01-30,2020,0.21480906122466054,-0.20597087622434282,41.08
17,North Table Mountain Ecological Reserve,Wild,2020-02-15,2020,0.22857328160870954,-0.22274077249339932,75.99
24,Yolo sunflowers,Plantation,2020-01-14,2020,0.15613219043573753,-0.16265816139114997,63.59
3,Bear Valley Wildflower,Wild,2020-01-14,2020,0.1571204245940019,-0.17470041694989183,63.59
13,Jepson Prairie Preserve,Wild,2020-01-14,2020,0.3242649949436271,-0.30257132116697755,63.59
17,North Table Mountain Ecological Reserve,Wild,2020-01-14,2020,0.19921807192299684,-0.19640669911685588,63.59
3,Bear Valley Wildflower,Wild,2020-01-30,2020,0.16909176444660393,-0.17688598575013056,49.12
17,North Table Mountain Ecological Reserve,Wild,2020-01-30,2020,0.214393388898319,-0.20991624350135624,49.12
24,Yolo sunflowers,Plantation,2020-02-15,2020,0.2583089794802387,-0.2546883841248232,56.41
3,Bear Valley Wildflower,Wild,2020-02-15,2020,0.20396731523089515,-0.2106622949787614,56.41
13,Jepson Prairie Preserve,Wild,2020-02-15,2020,0.3062154601376471,-0.29121357562853173,56.41
17,North Table Mountain Ecological Reserve,Wild,2020-02-15,2020,0.21904258061173507,-0.2160054817463257,56.41
13,Jepson Prairie Preserve,Wild,2020-01-14,2020,0.3910744657977644,-0.3574017180627342,31.88
13,Jepson Prairie Preserve,Wild,2020-02-15,2020,0.3533608920955445,-0.33111106095320364,11.18
3,Bear Valley Wildflower,Wild,2020-01-05,2020,0.147970395415816,-0.1635067688059103,58.02
3,Bear Valley Wildflower,Wild,2020-02-06,2020,0.1858790019117002,-0.19350326028467404,0.14
3,Bear Valley Wildflower,Wild,2020-02-22,2020,0.1998781361525812,-0.2073698709941716,12.66
20,San Carlos Reservation,Wild,2021-01-01,2021,0.09275631156038357,-0.13664415812150715,20.95
20,San Carlos Reservation,Wild,2021-01-17,2021,0.08904881682173485,-0.13372691105102305,0.32
20,San Carlos Reservation,Wild,2021-02-02,2021,0.08656333617067247,-0.12739180195056618,22.26
20,San Carlos Reservation,Wild,2021-02-18,2021,0.09629134688540497,-0.13883418320076385,4.1
18,Picacho Peak State Park,Wild,2021-01-08,2021,0.0771211653118924,-0.12943033015017905,1.78
20,San Carlos Reservation,Wild,2021-01-08,2021,0.08870495740640369,-0.13636981466154585,1.78
23,Suguaro Lake,Wild,2021-01-08,2021,0.08662519151650984,-0.13440660085256878,1.78
18,Picacho Peak State Park,Wild,2021-02-09,2021,0.0763513426880611,-0.12909264970563147,6.28
20,San Carlos Reservation,Wild,2021-02-09,2021,0.08930177845353453,-0.13359019763370344,6.28
23,Suguaro Lake,Wild,2021-02-09,2021,0.08667712470437175,-0.1268060408329654,6.28
18,Picacho Peak State Park,Wild,2021-02-25,2021,0.0729820809579366,-0.12779603967811448,0.1
20,San Carlos Reservation,Wild,2021-02-25,2021,0.09559013394190316,-0.13917044707861484,0.1
23,Suguaro Lake,Wild,2021-02-25,2021,0.1008848078844202,-0.1435270221922233,0.1
18,Picacho Peak State Park,Wild,2021-01-08,2021,0.07696772298684852,-0.128408911895184,0.23
18,Picacho Peak State Park,Wild,2021-02-09,2021,0.07607019742717758,-0.12807373763020594,0.42
